,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
E9-e003Coalescence-mGAM-p3_S154,10640,5911
G111-e003Coalescence-mBHI-p7_S128,10547,5912
F111-e003Coalescence-mGAM-p3_S168,10479,5782
F8-e003Coalescence-mBHI-p7_S113,10230,5703
H4-e003Coalescence-mBHI-p3_S47,5543,2772
G8-e003Coalescence-mBHI-p7_S125,10438,5887
F4-e003Coalescence-mBHI-p5_S15,7566,4230
H111-e003Coalescence-mBHI-p5_S44,10615,5890
E111-e003Coalescence-mBHI-p7_S104,10659,5915
E2-e003Coalescence-mGAM-p3_S57,10569,5889
F4-e003Coalescence-mBHI-p3_S23,4241,2314
F2-e003Coalescence-mGAM-p3_S69,9535,5181
E9-e003Coalescence-mGAM-p5_S54,6969,3822
G3-e003Coalescence-mGAM-p5_S74,4782,2658
E111-e003Coalescence-mGAM-p5_S56,9865,5386
G100-e003Coalescence-mGAM-p5_S79,10388,5906
G9-e003Coalescence-mBHI-p3_S130,9623,5575
E4-e003Coalescence-mGAM-p3_S59,5917,3381
H100-e003Coalescence-mBHI-p7_S139,10703,5977
G8-e003Coalescence-mBHI-p5_S29,10662,5961
G8-e003Coalescence-mGAM-p7_S173,10422,5918
E2-e003Coalescence-mGAM-p5_S49,10244,5718
H9-e003Coalescence-mBHI-p5_S42,10565,5853
H111-e003Coalescence-mGAM-p3_S192,10679,5955
F5-e003Coalescence-mBHI-p3_S24,6224,3156
E8-e003Coalescence-mBHI-p3_S105,10595,5916
E8-e003Coalescence-mGAM-p7_S149,4250,2358
G9-e003Coalescence-mBHI-p5_S30,10588,5935
F111-e003Coalescence-mBHI-p7_S116,10146,5605
F5-e003Coalescence-mBHI-p7_S112,4007,2187
F111-e003Coalescence-mBHI-p3_S120,9564,5246
H3-e003Coalescence-mGAM-p5_S86,3385,1548
E100-e003Coalescence-mGAM-p7_S151,10110,5822
G9-e003Coalescence-mGAM-p3_S178,10502,5876
H9-e003Coalescence-mBHI-p7_S138,7678,4206
H8-e003Coalescence-mGAM-p7_S185,10543,5860
G2-e003Coalescence-mGAM-p3_S81,10192,5682
F111-e003Coalescence-mBHI-p5_S20,7049,3812
F8-e003Coalescence-mBHI-p5_S17,10535,5863
G100-e003Coalescence-mBHI-p7_S127,10516,5955
