comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,sample,type_mesocosm,redo,counts,mesocosm-passage
H8,H8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,H8-AA-AF-mGAM-mGAM,mGAM,AA-AF,2,B_H5_H8_AA_AF_mGAM_mGAM_2_S185,AA-AF-mGAM-mGAM,False,1,H8-AA-AF-mGAM-mGAM-2
H9,H9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,H9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,2,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,AC/PP-AF-mGAM-mGAM,False,1,H9-AC/PP-AF-mGAM-mGAM-2
H10,H10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,H10-AE-AF-mGAM-mGAM,mGAM,AE-AF,2,B_H7_H10_AE_AF_mGAM_mGAM_2_S187,AE-AF-mGAM-mGAM,False,1,H10-AE-AF-mGAM-mGAM-2
H11,H11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H11-AF-AF-mGAM-mGAM,mGAM,AF-AF,2,B_H8_H11_AF_AF_mGAM_mGAM_2_S188,AF-AF-mGAM-mGAM,False,1,H11-AF-AF-mGAM-mGAM-2
D8,D8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,D8-AA-AF-mGAM-mGAM,mGAM,AA-AF,4,B_H9_D8_AA_AF_mGAM_mGAM_4_S189,AA-AF-mGAM-mGAM,False,1,D8-AA-AF-mGAM-mGAM-4
D9,D9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,D9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,4,B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,AC/PP-AF-mGAM-mGAM,False,1,D9-AC/PP-AF-mGAM-mGAM-4
D10,D10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,D10-AE-AF-mGAM-mGAM,mGAM,AE-AF,4,B_H11_D10_AE_AF_mGAM_mGAM_4_S191,AE-AF-mGAM-mGAM,False,1,D10-AE-AF-mGAM-mGAM-4
D11,D11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,D11-AF-AF-mGAM-mGAM,mGAM,AF-AF,4,B_H12_D11_AF_AF_mGAM_mGAM_4_S192,AF-AF-mGAM-mGAM,False,1,D11-AF-AF-mGAM-mGAM-4
A2,A2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A2-AA-AA-mBHI-mBHI,mBHI,AA-AA,6,C_A1_A2_AA_AA_mBHI_mBHI_6_S193,AA-AA-mBHI-mBHI,False,1,A2-AA-AA-mBHI-mBHI-6
A4,A4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A4-AA-AE-mBHI-mBHI,mBHI,AA-AE,6,C_A3_A4_AE_AA_mBHI_mBHI_6_S195,AA-AE-mBHI-mBHI,False,1,A4-AA-AE-mBHI-mBHI-6
A5,A5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,A5-AA-AF-mBHI-mBHI,mBHI,AA-AF,6,C_A4_A5_AF_AA_mBHI_mBHI_6_S196,AA-AF-mBHI-mBHI,False,1,A5-AA-AF-mBHI-mBHI-6
A8,A8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,A8-AA-AA-mGAM-mBHI,mGAM,AA-AA,6,C_A5_A8_AA_AA_mGAM_mBHI_6_S197,AA-AA-mGAM-mBHI,False,1,A8-AA-AA-mGAM-mBHI-6
A10,A10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,A10-AA-AE-mGAM-mBHI,mGAM,AA-AE,6,C_A7_A10_AE_AA_mGAM_mBHI_6_S199,AA-AE-mGAM-mBHI,False,1,A10-AA-AE-mGAM-mBHI-6
A11,A11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,A11-AA-AF-mGAM-mBHI,mGAM,AA-AF,6,C_A8_A11_AF_AA_mGAM_mBHI_6_S200,AA-AF-mGAM-mBHI,False,1,A11-AA-AF-mGAM-mBHI-6
E2,E2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E2-AA-AA-mBHI-mBHI,mBHI,AA-AA,4,C_A9_E2_AA_AA_mBHI_mBHI_4_S201,AA-AA-mBHI-mBHI,False,1,E2-AA-AA-mBHI-mBHI-4
E4,E4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E4-AA-AE-mBHI-mBHI,mBHI,AA-AE,4,C_A11_E4_AE_AA_mBHI_mBHI_4_S203,AA-AE-mBHI-mBHI,False,1,E4-AA-AE-mBHI-mBHI-4
E5,E5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,E5-AA-AF-mBHI-mBHI,mBHI,AA-AF,4,C_A12_E5_AF_AA_mBHI_mBHI_4_S204,AA-AF-mBHI-mBHI,False,1,E5-AA-AF-mBHI-mBHI-4
C2,C2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C2-AA-AE-mBHI-mBHI,mBHI,AA-AE,6,C_C1_C2_AA_AE_mBHI_mBHI_6_S217,AA-AE-mBHI-mBHI,False,1,C2-AA-AE-mBHI-mBHI-6
C4,C4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C4-AE-AE-mBHI-mBHI,mBHI,AE-AE,6,C_C3_C4_AE_AE_mBHI_mBHI_6_S219,AE-AE-mBHI-mBHI,False,1,C4-AE-AE-mBHI-mBHI-6
C5,C5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C5-AE-AF-mBHI-mBHI,mBHI,AE-AF,6,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,AE-AF-mBHI-mBHI,False,1,C5-AE-AF-mBHI-mBHI-6
C8,C8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,C8-AA-AE-mGAM-mBHI,mGAM,AA-AE,6,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,AA-AE-mGAM-mBHI,False,1,C8-AA-AE-mGAM-mBHI-6
C10,C10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C10-AE-AE-mGAM-mBHI,mGAM,AE-AE,6,C_C7_C10_AE_AE_mGAM_mBHI_6_S223,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI-6
C11,C11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,C11-AE-AF-mGAM-mBHI,mGAM,AE-AF,6,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,AE-AF-mGAM-mBHI,False,1,C11-AE-AF-mGAM-mBHI-6
G2,G2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G2-AA-AE-mBHI-mBHI,mBHI,AA-AE,4,C_C9_G2_AA_AE_mBHI_mBHI_4_S225,AA-AE-mBHI-mBHI,False,1,G2-AA-AE-mBHI-mBHI-4
G4,G4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G4-AE-AE-mBHI-mBHI,mBHI,AE-AE,4,C_C11_G4_AE_AE_mBHI_mBHI_4_S227,AE-AE-mBHI-mBHI,False,1,G4-AE-AE-mBHI-mBHI-4
G5,G5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G5-AE-AF-mBHI-mBHI,mBHI,AE-AF,4,C_C12_G5_AF_AE_mBHI_mBHI_4_S228,AE-AF-mBHI-mBHI,False,1,G5-AE-AF-mBHI-mBHI-4
D2,D2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,D2-AA-AF-mBHI-mBHI,mBHI,AA-AF,6,C_D1_D2_AA_AF_mBHI_mBHI_6_S229,AA-AF-mBHI-mBHI,False,1,D2-AA-AF-mBHI-mBHI-6
D4,D4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,D4-AE-AF-mBHI-mBHI,mBHI,AE-AF,6,C_D3_D4_AE_AF_mBHI_mBHI_6_S231,AE-AF-mBHI-mBHI,False,1,D4-AE-AF-mBHI-mBHI-6
D5,D5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,D5-AF-AF-mBHI-mBHI,mBHI,AF-AF,6,C_D4_D5_AF_AF_mBHI_mBHI_6_S232,AF-AF-mBHI-mBHI,False,1,D5-AF-AF-mBHI-mBHI-6
D8,D8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,D8-AA-AF-mGAM-mBHI,mGAM,AA-AF,6,C_D5_D8_AA_AF_mGAM_mBHI_6_S233,AA-AF-mGAM-mBHI,False,1,D8-AA-AF-mGAM-mBHI-6
D10,D10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,D10-AE-AF-mGAM-mBHI,mGAM,AE-AF,6,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,AE-AF-mGAM-mBHI,False,1,D10-AE-AF-mGAM-mBHI-6
D11,D11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,D11-AF-AF-mGAM-mBHI,mGAM,AF-AF,6,C_D8_D11_AF_AF_mGAM_mBHI_6_S236,AF-AF-mGAM-mBHI,False,1,D11-AF-AF-mGAM-mBHI-6
H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,4,C_D9_H2_AA_AF_mBHI_mBHI_4_S237,AA-AF-mBHI-mBHI,False,1,H2-AA-AF-mBHI-mBHI-4
H4,H4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,H4-AE-AF-mBHI-mBHI,mBHI,AE-AF,4,C_D11_H4_AE_AF_mBHI_mBHI_4_S239,AE-AF-mBHI-mBHI,False,1,H4-AE-AF-mBHI-mBHI-4
H5,H5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,H5-AF-AF-mBHI-mBHI,mBHI,AF-AF,4,C_D12_H5_AF_AF_mBHI_mBHI_4_S240,AF-AF-mBHI-mBHI,False,1,H5-AF-AF-mBHI-mBHI-4
A2,A2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A2-AA-AA-mBHI-mGAM,mBHI,AA-AA,6,C_E1_A2_AA_AA_mBHI_mGAM_6_S241,AA-AA-mBHI-mGAM,False,1,A2-AA-AA-mBHI-mGAM-6
A4,A4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A4-AA-AE-mBHI-mGAM,mBHI,AA-AE,6,C_E3_A4_AE_AA_mBHI_mGAM_6_S243,AA-AE-mBHI-mGAM,False,1,A4-AA-AE-mBHI-mGAM-6
A5,A5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,A5-AA-AF-mBHI-mGAM,mBHI,AA-AF,6,C_E4_A5_AF_AA_mBHI_mGAM_6_S244,AA-AF-mBHI-mGAM,False,1,A5-AA-AF-mBHI-mGAM-6
A8,A8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,A8-AA-AA-mGAM-mGAM,mGAM,AA-AA,6,C_E5_A8_AA_AA_mGAM_mGAM_6_S245,AA-AA-mGAM-mGAM,False,1,A8-AA-AA-mGAM-mGAM-6
A10,A10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,A10-AA-AE-mGAM-mGAM,mGAM,AA-AE,6,C_E7_A10_AE_AA_mGAM_mGAM_6_S247,AA-AE-mGAM-mGAM,False,1,A10-AA-AE-mGAM-mGAM-6
A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,6,C_E8_A11_AF_AA_mGAM_mGAM_6_S248,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM-6
E2,E2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E2-AA-AA-mBHI-mGAM,mBHI,AA-AA,4,C_E9_E2_AA_AA_mBHI_mGAM_4_S249,AA-AA-mBHI-mGAM,False,1,E2-AA-AA-mBHI-mGAM-4
E4,E4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E4-AA-AE-mBHI-mGAM,mBHI,AA-AE,4,C_E11_E4_AE_AA_mBHI_mGAM_4_S251,AA-AE-mBHI-mGAM,False,1,E4-AA-AE-mBHI-mGAM-4
E5,E5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,E5-AA-AF-mBHI-mGAM,mBHI,AA-AF,4,C_E12_E5_AF_AA_mBHI_mGAM_4_S252,AA-AF-mBHI-mGAM,False,1,E5-AA-AF-mBHI-mGAM-4
C2,C2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C2-AA-AE-mBHI-mGAM,mBHI,AA-AE,6,C_G1_C2_AA_AE_mBHI_mGAM_6_S265,AA-AE-mBHI-mGAM,False,1,C2-AA-AE-mBHI-mGAM-6
C4,C4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C4-AE-AE-mBHI-mGAM,mBHI,AE-AE,6,C_G3_C4_AE_AE_mBHI_mGAM_6_S267,AE-AE-mBHI-mGAM,False,1,C4-AE-AE-mBHI-mGAM-6
C5,C5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C5-AE-AF-mBHI-mGAM,mBHI,AE-AF,6,C_G4_C5_AF_AE_mBHI_mGAM_6_S268,AE-AF-mBHI-mGAM,False,1,C5-AE-AF-mBHI-mGAM-6
C8,C8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,C8-AA-AE-mGAM-mGAM,mGAM,AA-AE,6,C_G5_C8_AA_AE_mGAM_mGAM_6_S269,AA-AE-mGAM-mGAM,False,1,C8-AA-AE-mGAM-mGAM-6
C10,C10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,C10-AE-AE-mGAM-mGAM,mGAM,AE-AE,6,C_G7_C10_AE_AE_mGAM_mGAM_6_S271,AE-AE-mGAM-mGAM,False,1,C10-AE-AE-mGAM-mGAM-6
C11,C11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,C11-AE-AF-mGAM-mGAM,mGAM,AE-AF,6,C_G8_C11_AF_AE_mGAM_mGAM_6_S272,AE-AF-mGAM-mGAM,False,1,C11-AE-AF-mGAM-mGAM-6
G2,G2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G2-AA-AE-mBHI-mGAM,mBHI,AA-AE,4,C_G9_G2_AA_AE_mBHI_mGAM_4_S273,AA-AE-mBHI-mGAM,False,1,G2-AA-AE-mBHI-mGAM-4
G4,G4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G4-AE-AE-mBHI-mGAM,mBHI,AE-AE,4,C_G11_G4_AE_AE_mBHI_mGAM_4_S275,AE-AE-mBHI-mGAM,False,1,G4-AE-AE-mBHI-mGAM-4
G5,G5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G5-AE-AF-mBHI-mGAM,mBHI,AE-AF,4,C_G12_G5_AF_AE_mBHI_mGAM_4_S276,AE-AF-mBHI-mGAM,False,1,G5-AE-AF-mBHI-mGAM-4
D2,D2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,D2-AA-AF-mBHI-mGAM,mBHI,AA-AF,6,C_H1_D2_AA_AF_mBHI_mGAM_6_S277,AA-AF-mBHI-mGAM,False,1,D2-AA-AF-mBHI-mGAM-6
D4,D4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,D4-AE-AF-mBHI-mGAM,mBHI,AE-AF,6,C_H3_D4_AE_AF_mBHI_mGAM_6_S279,AE-AF-mBHI-mGAM,False,1,D4-AE-AF-mBHI-mGAM-6
D5,D5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,D5-AF-AF-mBHI-mGAM,mBHI,AF-AF,6,C_H4_D5_AF_AF_mBHI_mGAM_6_S280,AF-AF-mBHI-mGAM,False,1,D5-AF-AF-mBHI-mGAM-6
D8,D8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,D8-AA-AF-mGAM-mGAM,mGAM,AA-AF,6,C_H5_D8_AA_AF_mGAM_mGAM_6_S281,AA-AF-mGAM-mGAM,False,1,D8-AA-AF-mGAM-mGAM-6
D10,D10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,D10-AE-AF-mGAM-mGAM,mGAM,AE-AF,6,C_H7_D10_AE_AF_mGAM_mGAM_6_S283,AE-AF-mGAM-mGAM,False,1,D10-AE-AF-mGAM-mGAM-6
D11,D11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,D11-AF-AF-mGAM-mGAM,mGAM,AF-AF,6,C_H8_D11_AF_AF_mGAM_mGAM_6_S284,AF-AF-mGAM-mGAM,False,1,D11-AF-AF-mGAM-mGAM-6
H2,H2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,H2-AA-AF-mBHI-mGAM,mBHI,AA-AF,4,C_H9_H2_AA_AF_mBHI_mGAM_4_S285,AA-AF-mBHI-mGAM,False,1,H2-AA-AF-mBHI-mGAM-4
H4,H4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,H4-AE-AF-mBHI-mGAM,mBHI,AE-AF,4,C_H11_H4_AE_AF_mBHI_mGAM_4_S287,AE-AF-mBHI-mGAM,False,1,H4-AE-AF-mBHI-mGAM-4
H5,H5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,H5-AF-AF-mBHI-mGAM,mBHI,AF-AF,4,C_H12_H5_AF_AF_mBHI_mGAM_4_S288,AF-AF-mBHI-mGAM,False,1,H5-AF-AF-mBHI-mGAM-4
E2,E2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E2-AA-AA-mBHI-mBHI,mBHI,AA-AA,6,D_A1_A2_AA_AA_mBHI_mBHI_6_S289,AA-AA-mBHI-mBHI,False,1,A2-AA-AA-mBHI-mBHI-6
E3,E3-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E3-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,6,D_A2_A3_ACPP_AA_mBHI_mBHI_6_S290,AA-AC/PP-mBHI-mBHI,False,1,A3-AA-AC/PP-mBHI-mBHI-6
E4,E4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E4-AA-AE-mBHI-mBHI,mBHI,AA-AE,6,D_A3_A4_AE_AA_mBHI_mBHI_6_S291,AA-AE-mBHI-mBHI,False,1,A4-AA-AE-mBHI-mBHI-6
E5,E5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,E5-AA-AF-mBHI-mBHI,mBHI,AA-AF,6,D_A4_A5_AF_AA_mBHI_mBHI_6_S292,AA-AF-mBHI-mBHI,False,1,A5-AA-AF-mBHI-mBHI-6
E8,E8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,E8-AA-AA-mGAM-mBHI,mGAM,AA-AA,6,D_A5_A8_AA_AA_mGAM_mBHI_6_S293,AA-AA-mGAM-mBHI,False,1,A8-AA-AA-mGAM-mBHI-6
E9,E9-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,A10-AA-AE-mGAM-mBHI,mGAM,AA-AE,2,D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,AA-AE-mGAM-mBHI,False,1,A10-AA-AE-mGAM-mBHI-2
E10,E10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,E10-AA-AE-mGAM-mBHI,mGAM,AA-AE,6,D_A7_A10_AE_AA_mGAM_mBHI_6_S295,AA-AE-mGAM-mBHI,False,1,A10-AA-AE-mGAM-mBHI-6
E11,E11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,E11-AA-AF-mGAM-mBHI,mGAM,AA-AF,6,D_A8_A11_AF_AA_mGAM_mBHI_6_S296,AA-AF-mGAM-mBHI,False,1,A11-AA-AF-mGAM-mBHI-6
E8,E8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,E8-AA-AA-mGAM-mBHI,mGAM,AA-AA,4,D_A9_E8_AA_AA_mGAM_mBHI_4_S297,AA-AA-mGAM-mBHI,False,1,E8-AA-AA-mGAM-mBHI-4
E9,E9-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mBHI,E9-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,4,D_A10_E9_ACPP_AA_mGAM_mBHI_4_S298,AA-AC/PP-mGAM-mBHI,False,1,E9-AA-AC/PP-mGAM-mBHI-4
E10,E10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,E10-AA-AE-mGAM-mBHI,mGAM,AA-AE,4,D_A11_E10_AE_AA_mGAM_mBHI_4_S299,AA-AE-mGAM-mBHI,False,1,E10-AA-AE-mGAM-mBHI-4
E11,E11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,E11-AA-AF-mGAM-mBHI,mGAM,AA-AF,4,D_A12_E11_AF_AA_mGAM_mBHI_4_S300,AA-AF-mGAM-mBHI,False,1,E11-AA-AF-mGAM-mBHI-4
G2,G2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G2-AA-AE-mBHI-mBHI,mBHI,AA-AE,6,D_C1_C2_AA_AE_mBHI_mBHI_6_S313,AA-AE-mBHI-mBHI,False,1,C2-AA-AE-mBHI-mBHI-6
G3,G3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,6,D_C2_C3_ACPP_AE_mBHI_mBHI_6_S314,AC/PP-AE-mBHI-mBHI,False,1,C3-AC/PP-AE-mBHI-mBHI-6
G4,G4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G4-AE-AE-mBHI-mBHI,mBHI,AE-AE,6,D_C3_C4_AE_AE_mBHI_mBHI_6_S315,AE-AE-mBHI-mBHI,False,1,C4-AE-AE-mBHI-mBHI-6
G5,G5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G5-AE-AF-mBHI-mBHI,mBHI,AE-AF,6,D_C4_C5_AF_AE_mBHI_mBHI_6_S316,AE-AF-mBHI-mBHI,False,1,C5-AE-AF-mBHI-mBHI-6
G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,6,D_C5_C8_AA_AE_mGAM_mBHI_6_S317,AA-AE-mGAM-mBHI,False,1,C8-AA-AE-mGAM-mBHI-6
G9,G9-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C10-AE-AE-mGAM-mBHI,mGAM,AE-AE,2,D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI-2
G10,G10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,G10-AE-AE-mGAM-mBHI,mGAM,AE-AE,6,D_C7_C10_AE_AE_mGAM_mBHI_6_S319,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI-6
G11,G11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,G11-AE-AF-mGAM-mBHI,mGAM,AE-AF,6,D_C8_C11_AF_AE_mGAM_mBHI_6_S320,AE-AF-mGAM-mBHI,False,1,C11-AE-AF-mGAM-mBHI-6
G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,4,D_C9_G8_AA_AE_mGAM_mBHI_4_S321,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI-4
G9,G9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,G9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,4,D_C10_G9_ACPP_AE_mGAM_mBHI_4_S322,AC/PP-AE-mGAM-mBHI,False,1,G9-AC/PP-AE-mGAM-mBHI-4
G10,G10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,G10-AE-AE-mGAM-mBHI,mGAM,AE-AE,4,D_C11_G10_AE_AE_mGAM_mBHI_4_S323,AE-AE-mGAM-mBHI,False,1,G10-AE-AE-mGAM-mBHI-4
G11,G11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,G11-AE-AF-mGAM-mBHI,mGAM,AE-AF,4,D_C12_G11_AF_AE_mGAM_mBHI_4_S324,AE-AF-mGAM-mBHI,False,1,G11-AE-AF-mGAM-mBHI-4
H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,6,D_D1_D2_AA_AF_mBHI_mBHI_6_S325,AA-AF-mBHI-mBHI,False,1,D2-AA-AF-mBHI-mBHI-6
H3,H3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,H3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,6,D_D2_D3_ACPP_AF_mBHI_mBHI_6_S326,AC/PP-AF-mBHI-mBHI,False,1,D3-AC/PP-AF-mBHI-mBHI-6
H4,H4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,H4-AE-AF-mBHI-mBHI,mBHI,AE-AF,6,D_D3_D4_AE_AF_mBHI_mBHI_6_S327,AE-AF-mBHI-mBHI,False,1,D4-AE-AF-mBHI-mBHI-6
