,sample_name,round2,sample,ise003,comm,is_inoculumn,passage,media,parent_media,parent_subjects,mesocosm,type_mesocosm,inoculumn,sample2,sample_name2
259,G8-e003Coalescence-mBHI-p3,True,G8-e003Coalescence-mBHI-p3_S129,True,G8,False,3,mBHI,mGAM,AA-AE,G8-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AE-AA-mGAM,G8-e003Coalescence-mBHI-p3_S129,G8-e003Coalescence-mBHI-p3
260,E5-e003Coalescence-mGAM-p3,True,E5-e003Coalescence-mGAM-p3_S60,True,E5,False,3,mGAM,mBHI,AA-AF,E5-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,E5-e003Coalescence-mGAM-p3_S60,E5-e003Coalescence-mGAM-p3
261,G2-e003Coalescence-mGAM-p5,True,G2-e003Coalescence-mGAM-p5_S73,True,G2,False,5,mGAM,mBHI,AA-AE,G2-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AE-AA-mBHI,G2-e003Coalescence-mGAM-p5_S73,G2-e003Coalescence-mGAM-p5
262,E5-e003Coalescence-mGAM-p7,True,E5-e003Coalescence-mGAM-p7_S148,True,E5,False,7,mGAM,mBHI,AA-AF,E5-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,E5-e003Coalescence-mGAM-p7_S148,E5-e003Coalescence-mGAM-p7
263,H9-e003Coalescence-mGAM-p7,True,H9-e003Coalescence-mGAM-p7_S186,True,H9,False,7,mGAM,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AF-AC/PP-mGAM,H9-e003Coalescence-mGAM-p7_S186,H9-e003Coalescence-mGAM-p7
264,E10-e003Coalescence-mGAM-p5,True,E100-e003Coalescence-mGAM-p5_S55,True,E10,False,5,mGAM,mGAM,AA-AE,E10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,E100-e003Coalescence-mGAM-p5_S55,E10-e003Coalescence-mGAM-p5
265,E8-e003Coalescence-mGAM-p5,True,E8-e003Coalescence-mGAM-p5_S53,True,E8,False,5,mGAM,mGAM,AA-AA,E8-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,E8-e003Coalescence-mGAM-p5_S53,E8-e003Coalescence-mGAM-p5
266,H5-e003Coalescence-mGAM-p3,True,H5-e003Coalescence-mGAM-p3_S96,True,H5,False,3,mGAM,mBHI,AF-AF,H5-AF-AF-mBHI-mGAM,AF-AF-mBHI-mGAM,AF-AF-mBHI,H5-e003Coalescence-mGAM-p3_S96,H5-e003Coalescence-mGAM-p3
267,G4-e003Coalescence-mGAM-p3,True,G4-e003Coalescence-mGAM-p3_S83,True,G4,False,3,mGAM,mBHI,AE-AE,G4-AE-AE-mBHI-mGAM,AE-AE-mBHI-mGAM,AE-AE-mBHI,G4-e003Coalescence-mGAM-p3_S83,G4-e003Coalescence-mGAM-p3
268,F4-e003Coalescence-mBHI-p7,True,F4-e003Coalescence-mBHI-p7_S111,True,F4,False,7,mBHI,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,F4-e003Coalescence-mBHI-p7_S111,F4-e003Coalescence-mBHI-p7
269,H3-e003Coalescence-mGAM-p7,True,H3-e003Coalescence-mGAM-p7_S182,True,H3,False,7,mGAM,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AF-AC/PP-mBHI,H3-e003Coalescence-mGAM-p7_S182,H3-e003Coalescence-mGAM-p7
270,H5-e003Coalescence-mGAM-p5,True,H5-e003Coalescence-mGAM-p5_S88,True,H5,False,5,mGAM,mBHI,AF-AF,H5-AF-AF-mBHI-mGAM,AF-AF-mBHI-mGAM,AF-AF-mBHI,H5-e003Coalescence-mGAM-p5_S88,H5-e003Coalescence-mGAM-p5
271,F4-e003Coalescence-mGAM-p5,True,F4-e003Coalescence-mGAM-p5_S63,True,F4,False,5,mGAM,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,F4-e003Coalescence-mGAM-p5_S63,F4-e003Coalescence-mGAM-p5
272,G4-e003Coalescence-mGAM-p7,True,G4-e003Coalescence-mGAM-p7_S171,True,G4,False,7,mGAM,mBHI,AE-AE,G4-AE-AE-mBHI-mGAM,AE-AE-mBHI-mGAM,AE-AE-mBHI,G4-e003Coalescence-mGAM-p7_S171,G4-e003Coalescence-mGAM-p7
273,H8-e003Coalescence-mGAM-p5,True,H8-e003Coalescence-mGAM-p5_S89,True,H8,False,5,mGAM,mGAM,AA-AF,H8-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AF-AA-mGAM,H8-e003Coalescence-mGAM-p5_S89,H8-e003Coalescence-mGAM-p5
274,F3-e003Coalescence-mBHI-p5,True,F3-e003Coalescence-mBHI-p5_S14,True,F3,False,5,mBHI,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,F3-e003Coalescence-mBHI-p5_S14,F3-e003Coalescence-mBHI-p5
275,F10-e003Coalescence-mBHI-p7,True,F100-e003Coalescence-mBHI-p7_S115,True,F10,False,7,mBHI,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,F100-e003Coalescence-mBHI-p7_S115,F10-e003Coalescence-mBHI-p7
276,E3-e003Coalescence-mGAM-p7,True,E3-e003Coalescence-mGAM-p7_S146,True,E3,False,7,mGAM,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,E3-e003Coalescence-mGAM-p7_S146,E3-e003Coalescence-mGAM-p7
277,F10-e003Coalescence-mGAM-p3,True,F100-e003Coalescence-mGAM-p3_S167,True,F10,False,3,mGAM,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,F100-e003Coalescence-mGAM-p3_S167,F10-e003Coalescence-mGAM-p3
278,G10-e003Coalescence-mBHI-p3,True,G100-e003Coalescence-mBHI-p3_S131,True,G10,False,3,mBHI,mGAM,AE-AE,G10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,G100-e003Coalescence-mBHI-p3_S131,G10-e003Coalescence-mBHI-p3
279,G4-e003Coalescence-mBHI-p7,True,G4-e003Coalescence-mBHI-p7_S123,True,G4,False,7,mBHI,mBHI,AE-AE,G4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,G4-e003Coalescence-mBHI-p7_S123,G4-e003Coalescence-mBHI-p7
280,E9-e003Coalescence-mGAM-p3,True,E9-e003Coalescence-mGAM-p3_S154,True,E9,False,3,mGAM,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,E9-e003Coalescence-mGAM-p3_S154,E9-e003Coalescence-mGAM-p3
281,F3-e003Coalescence-mGAM-p5,True,F3-e003Coalescence-mGAM-p5_S62,True,F3,False,5,mGAM,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI,F3-e003Coalescence-mGAM-p5_S62,F3-e003Coalescence-mGAM-p5
282,H4-e003Coalescence-mBHI-p7,True,H4-e003Coalescence-mBHI-p7_S135,True,H4,False,7,mBHI,mBHI,AE-AF,H4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AF-AE-mBHI,H4-e003Coalescence-mBHI-p7_S135,H4-e003Coalescence-mBHI-p7
283,E3-e003Coalescence-mBHI-p5,True,E3-e003Coalescence-mBHI-p5_S2,True,E3,False,5,mBHI,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,E3-e003Coalescence-mBHI-p5_S2,E3-e003Coalescence-mBHI-p5
284,H10-e003Coalescence-mGAM-p3,True,H100-e003Coalescence-mGAM-p3_S191,True,H10,False,3,mGAM,mGAM,AE-AF,H10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AF-AE-mGAM,H100-e003Coalescence-mGAM-p3_S191,H10-e003Coalescence-mGAM-p3
285,G11-e003Coalescence-mBHI-p7,True,G111-e003Coalescence-mBHI-p7_S128,True,G11,False,7,mBHI,mGAM,AE-AF,G11-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,G111-e003Coalescence-mBHI-p7_S128,G11-e003Coalescence-mBHI-p7
286,H3-e003Coalescence-mBHI-p5,True,H3-e003Coalescence-mBHI-p5_S38,True,H3,False,5,mBHI,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AF-AC/PP-mBHI,H3-e003Coalescence-mBHI-p5_S38,H3-e003Coalescence-mBHI-p5
287,G3-e003Coalescence-mGAM-p3,True,G3-e003Coalescence-mGAM-p3_S82,True,G3,False,3,mGAM,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AE-AC/PP-mBHI,G3-e003Coalescence-mGAM-p3_S82,G3-e003Coalescence-mGAM-p3
288,F11-e003Coalescence-mGAM-p3,True,F111-e003Coalescence-mGAM-p3_S168,True,F11,False,3,mGAM,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,F111-e003Coalescence-mGAM-p3_S168,F11-e003Coalescence-mGAM-p3
289,F3-e003Coalescence-mGAM-p7,True,F3-e003Coalescence-mGAM-p7_S158,True,F3,False,7,mGAM,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI,F3-e003Coalescence-mGAM-p7_S158,F3-e003Coalescence-mGAM-p7
290,E9-e003Coalescence-mBHI-p3,True,E9-e003Coalescence-mBHI-p3_S106,True,E9,False,3,mBHI,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,E9-e003Coalescence-mBHI-p3_S106,E9-e003Coalescence-mBHI-p3
291,F8-e003Coalescence-mBHI-p7,True,F8-e003Coalescence-mBHI-p7_S113,True,F8,False,7,mBHI,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AC/PP-AA-mGAM,F8-e003Coalescence-mBHI-p7_S113,F8-e003Coalescence-mBHI-p7
292,G2-e003Coalescence-mBHI-p7,True,G2-e003Coalescence-mBHI-p7_S121,True,G2,False,7,mBHI,mBHI,AA-AE,G2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AE-AA-mBHI,G2-e003Coalescence-mBHI-p7_S121,G2-e003Coalescence-mBHI-p7
293,H4-e003Coalescence-mBHI-p3,True,H4-e003Coalescence-mBHI-p3_S47,True,H4,False,3,mBHI,mBHI,AE-AF,H4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AF-AE-mBHI,H4-e003Coalescence-mBHI-p3_S47,H4-e003Coalescence-mBHI-p3
294,F3-e003Coalescence-mBHI-p7,True,F3-e003Coalescence-mBHI-p7_S110,True,F3,False,7,mBHI,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,F3-e003Coalescence-mBHI-p7_S110,F3-e003Coalescence-mBHI-p7
295,F10-e003Coalescence-mGAM-p5,True,F100-e003Coalescence-mGAM-p5_S67,True,F10,False,5,mGAM,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,F100-e003Coalescence-mGAM-p5_S67,F10-e003Coalescence-mGAM-p5
296,G8-e003Coalescence-mBHI-p7,True,G8-e003Coalescence-mBHI-p7_S125,True,G8,False,7,mBHI,mGAM,AA-AE,G8-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AE-AA-mGAM,G8-e003Coalescence-mBHI-p7_S125,G8-e003Coalescence-mBHI-p7
297,F4-e003Coalescence-mBHI-p5,True,F4-e003Coalescence-mBHI-p5_S15,True,F4,False,5,mBHI,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,F4-e003Coalescence-mBHI-p5_S15,F4-e003Coalescence-mBHI-p5
298,H11-e003Coalescence-mBHI-p5,True,H111-e003Coalescence-mBHI-p5_S44,True,H11,False,5,mBHI,mGAM,AF-AF,H11-AF-AF-mGAM-mBHI,AF-AF-mGAM-mBHI,AF-AF-mGAM,H111-e003Coalescence-mBHI-p5_S44,H11-e003Coalescence-mBHI-p5
299,H2-e003Coalescence-mBHI-p5,True,H2-e003Coalescence-mBHI-p5_S37,True,H2,False,5,mBHI,mBHI,AA-AF,H2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AF-AA-mBHI,H2-e003Coalescence-mBHI-p5_S37,H2-e003Coalescence-mBHI-p5
300,E11-e003Coalescence-mBHI-p7,True,E111-e003Coalescence-mBHI-p7_S104,True,E11,False,7,mBHI,mGAM,AA-AF,E11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,E111-e003Coalescence-mBHI-p7_S104,E11-e003Coalescence-mBHI-p7
301,E2-e003Coalescence-mGAM-p3,True,E2-e003Coalescence-mGAM-p3_S57,True,E2,False,3,mGAM,mBHI,AA-AA,E2-AA-AA-mBHI-mGAM,AA-AA-mBHI-mGAM,AA-AA-mBHI,E2-e003Coalescence-mGAM-p3_S57,E2-e003Coalescence-mGAM-p3
302,F2-e003Coalescence-mBHI-p5,True,F2-e003Coalescence-mBHI-p5_S13,True,F2,False,5,mBHI,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AC/PP-AA-mBHI,F2-e003Coalescence-mBHI-p5_S13,F2-e003Coalescence-mBHI-p5
303,F4-e003Coalescence-mBHI-p3,True,F4-e003Coalescence-mBHI-p3_S23,True,F4,False,3,mBHI,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,F4-e003Coalescence-mBHI-p3_S23,F4-e003Coalescence-mBHI-p3
304,F2-e003Coalescence-mGAM-p3,True,F2-e003Coalescence-mGAM-p3_S69,True,F2,False,3,mGAM,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AC/PP-AA-mBHI,F2-e003Coalescence-mGAM-p3_S69,F2-e003Coalescence-mGAM-p3
305,E9-e003Coalescence-mGAM-p5,True,E9-e003Coalescence-mGAM-p5_S54,True,E9,False,5,mGAM,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,E9-e003Coalescence-mGAM-p5_S54,E9-e003Coalescence-mGAM-p5
306,G3-e003Coalescence-mGAM-p5,True,G3-e003Coalescence-mGAM-p5_S74,True,G3,False,5,mGAM,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AE-AC/PP-mBHI,G3-e003Coalescence-mGAM-p5_S74,G3-e003Coalescence-mGAM-p5
307,E11-e003Coalescence-mGAM-p5,True,E111-e003Coalescence-mGAM-p5_S56,True,E11,False,5,mGAM,mGAM,AA-AF,E11-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,E111-e003Coalescence-mGAM-p5_S56,E11-e003Coalescence-mGAM-p5
308,G10-e003Coalescence-mGAM-p5,True,G100-e003Coalescence-mGAM-p5_S79,True,G10,False,5,mGAM,mGAM,AE-AE,G10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,G100-e003Coalescence-mGAM-p5_S79,G10-e003Coalescence-mGAM-p5
309,H10-e003Coalescence-mGAM-p5,True,H100-e003Coalescence-mGAM-p5_S91,True,H10,False,5,mGAM,mGAM,AE-AF,H10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AF-AE-mGAM,H100-e003Coalescence-mGAM-p5_S91,H10-e003Coalescence-mGAM-p5
310,G9-e003Coalescence-mBHI-p3,True,G9-e003Coalescence-mBHI-p3_S130,True,G9,False,3,mBHI,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AE-AC/PP-mGAM,G9-e003Coalescence-mBHI-p3_S130,G9-e003Coalescence-mBHI-p3
311,E4-e003Coalescence-mGAM-p7,True,E4-e003Coalescence-mGAM-p7_S147,True,E4,False,7,mGAM,mBHI,AA-AE,E4-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,E4-e003Coalescence-mGAM-p7_S147,E4-e003Coalescence-mGAM-p7
312,G9-e003Coalescence-mBHI-p7,True,G9-e003Coalescence-mBHI-p7_S126,True,G9,False,7,mBHI,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AE-AC/PP-mGAM,G9-e003Coalescence-mBHI-p7_S126,G9-e003Coalescence-mBHI-p7
313,E4-e003Coalescence-mGAM-p3,True,E4-e003Coalescence-mGAM-p3_S59,True,E4,False,3,mGAM,mBHI,AA-AE,E4-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,E4-e003Coalescence-mGAM-p3_S59,E4-e003Coalescence-mGAM-p3
314,F9-e003Coalescence-mGAM-p3,True,F9-e003Coalescence-mGAM-p3_S166,True,F9,False,3,mGAM,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,F9-e003Coalescence-mGAM-p3_S166,F9-e003Coalescence-mGAM-p3
315,H4-e003Coalescence-mBHI-p5,True,H4-e003Coalescence-mBHI-p5_S39,True,H4,False,5,mBHI,mBHI,AE-AF,H4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AF-AE-mBHI,H4-e003Coalescence-mBHI-p5_S39,H4-e003Coalescence-mBHI-p5
316,H9-e003Coalescence-mBHI-p3,True,H9-e003Coalescence-mBHI-p3_S142,True,H9,False,3,mBHI,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AF-AC/PP-mGAM,H9-e003Coalescence-mBHI-p3_S142,H9-e003Coalescence-mBHI-p3
317,F4-e003Coalescence-mGAM-p3,True,F4-e003Coalescence-mGAM-p3_S71,True,F4,False,3,mGAM,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,F4-e003Coalescence-mGAM-p3_S71,F4-e003Coalescence-mGAM-p3
318,H10-e003Coalescence-mBHI-p7,True,H100-e003Coalescence-mBHI-p7_S139,True,H10,False,7,mBHI,mGAM,AE-AF,H10-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AF-AE-mGAM,H100-e003Coalescence-mBHI-p7_S139,H10-e003Coalescence-mBHI-p7
319,G8-e003Coalescence-mBHI-p5,True,G8-e003Coalescence-mBHI-p5_S29,True,G8,False,5,mBHI,mGAM,AA-AE,G8-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AE-AA-mGAM,G8-e003Coalescence-mBHI-p5_S29,G8-e003Coalescence-mBHI-p5
320,G2-e003Coalescence-mBHI-p5,True,G2-e003Coalescence-mBHI-p5_S25,True,G2,False,5,mBHI,mBHI,AA-AE,G2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AE-AA-mBHI,G2-e003Coalescence-mBHI-p5_S25,G2-e003Coalescence-mBHI-p5
321,G8-e003Coalescence-mGAM-p7,True,G8-e003Coalescence-mGAM-p7_S173,True,G8,False,7,mGAM,mGAM,AA-AE,G8-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AE-AA-mGAM,G8-e003Coalescence-mGAM-p7_S173,G8-e003Coalescence-mGAM-p7
322,E4-e003Coalescence-mBHI-p3,True,E4-e003Coalescence-mBHI-p3_S11,True,E4,False,3,mBHI,mBHI,AA-AE,E4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,E4-e003Coalescence-mBHI-p3_S11,E4-e003Coalescence-mBHI-p3
323,E2-e003Coalescence-mGAM-p5,True,E2-e003Coalescence-mGAM-p5_S49,True,E2,False,5,mGAM,mBHI,AA-AA,E2-AA-AA-mBHI-mGAM,AA-AA-mBHI-mGAM,AA-AA-mBHI,E2-e003Coalescence-mGAM-p5_S49,E2-e003Coalescence-mGAM-p5
324,H9-e003Coalescence-mBHI-p5,True,H9-e003Coalescence-mBHI-p5_S42,True,H9,False,5,mBHI,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AF-AC/PP-mGAM,H9-e003Coalescence-mBHI-p5_S42,H9-e003Coalescence-mBHI-p5
325,H11-e003Coalescence-mGAM-p3,True,H111-e003Coalescence-mGAM-p3_S192,True,H11,False,3,mGAM,mGAM,AF-AF,H11-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,H111-e003Coalescence-mGAM-p3_S192,H11-e003Coalescence-mGAM-p3
326,F5-e003Coalescence-mBHI-p3,True,F5-e003Coalescence-mBHI-p3_S24,True,F5,False,3,mBHI,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,F5-e003Coalescence-mBHI-p3_S24,F5-e003Coalescence-mBHI-p3
327,E8-e003Coalescence-mBHI-p3,True,E8-e003Coalescence-mBHI-p3_S105,True,E8,False,3,mBHI,mGAM,AA-AA,E8-AA-AA-mGAM-mBHI,AA-AA-mGAM-mBHI,AA-AA-mGAM,E8-e003Coalescence-mBHI-p3_S105,E8-e003Coalescence-mBHI-p3
328,E8-e003Coalescence-mGAM-p7,True,E8-e003Coalescence-mGAM-p7_S149,True,E8,False,7,mGAM,mGAM,AA-AA,E8-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,E8-e003Coalescence-mGAM-p7_S149,E8-e003Coalescence-mGAM-p7
329,E9-e003Coalescence-mGAM-p7,True,E9-e003Coalescence-mGAM-p7_S150,True,E9,False,7,mGAM,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,E9-e003Coalescence-mGAM-p7_S150,E9-e003Coalescence-mGAM-p7
330,H5-e003Coalescence-mBHI-p7,True,H5-e003Coalescence-mBHI-p7_S136,True,H5,False,7,mBHI,mBHI,AF-AF,H5-AF-AF-mBHI-mBHI,AF-AF-mBHI-mBHI,AF-AF-mBHI,H5-e003Coalescence-mBHI-p7_S136,H5-e003Coalescence-mBHI-p7
331,G9-e003Coalescence-mBHI-p5,True,G9-e003Coalescence-mBHI-p5_S30,True,G9,False,5,mBHI,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AE-AC/PP-mGAM,G9-e003Coalescence-mBHI-p5_S30,G9-e003Coalescence-mBHI-p5
332,F11-e003Coalescence-mBHI-p7,True,F111-e003Coalescence-mBHI-p7_S116,True,F11,False,7,mBHI,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,F111-e003Coalescence-mBHI-p7_S116,F11-e003Coalescence-mBHI-p7
333,F5-e003Coalescence-mBHI-p7,True,F5-e003Coalescence-mBHI-p7_S112,True,F5,False,7,mBHI,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,F5-e003Coalescence-mBHI-p7_S112,F5-e003Coalescence-mBHI-p7
334,F4-e003Coalescence-mGAM-p7,True,F4-e003Coalescence-mGAM-p7_S159,True,F4,False,7,mGAM,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,F4-e003Coalescence-mGAM-p7_S159,F4-e003Coalescence-mGAM-p7
335,E10-e003Coalescence-mBHI-p3,True,E100-e003Coalescence-mBHI-p3_S107,True,E10,False,3,mBHI,mGAM,AA-AE,E10-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,E100-e003Coalescence-mBHI-p3_S107,E10-e003Coalescence-mBHI-p3
336,F11-e003Coalescence-mBHI-p3,True,F111-e003Coalescence-mBHI-p3_S120,True,F11,False,3,mBHI,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,F111-e003Coalescence-mBHI-p3_S120,F11-e003Coalescence-mBHI-p3
337,H3-e003Coalescence-mGAM-p5,True,H3-e003Coalescence-mGAM-p5_S86,True,H3,False,5,mGAM,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AF-AC/PP-mBHI,H3-e003Coalescence-mGAM-p5_S86,H3-e003Coalescence-mGAM-p5
338,E4-e003Coalescence-mBHI-p7,True,E4-e003Coalescence-mBHI-p7_S99,True,E4,False,7,mBHI,mBHI,AA-AE,E4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,E4-e003Coalescence-mBHI-p7_S99,E4-e003Coalescence-mBHI-p7
339,H4-e003Coalescence-mGAM-p5,True,H4-e003Coalescence-mGAM-p5_S87,True,H4,False,5,mGAM,mBHI,AE-AF,H4-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AF-AE-mBHI,H4-e003Coalescence-mGAM-p5_S87,H4-e003Coalescence-mGAM-p5
340,F10-e003Coalescence-mBHI-p5,True,F100-e003Coalescence-mBHI-p5_S19,True,F10,False,5,mBHI,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,F100-e003Coalescence-mBHI-p5_S19,F10-e003Coalescence-mBHI-p5
341,E10-e003Coalescence-mGAM-p7,True,E100-e003Coalescence-mGAM-p7_S151,True,E10,False,7,mGAM,mGAM,AA-AE,E10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,E100-e003Coalescence-mGAM-p7_S151,E10-e003Coalescence-mGAM-p7
342,G9-e003Coalescence-mGAM-p3,True,G9-e003Coalescence-mGAM-p3_S178,True,G9,False,3,mGAM,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AE-AC/PP-mGAM,G9-e003Coalescence-mGAM-p3_S178,G9-e003Coalescence-mGAM-p3
343,H9-e003Coalescence-mBHI-p7,True,H9-e003Coalescence-mBHI-p7_S138,True,H9,False,7,mBHI,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AF-AC/PP-mGAM,H9-e003Coalescence-mBHI-p7_S138,H9-e003Coalescence-mBHI-p7
