,sample_name,round2,sample,ise003,comm,is_inoculumn,passage,media,parent_media,parent_subjects,mesocosm,type_mesocosm,inoculumn,sample2,sample_name2
174,H3-e003Coalescence-mBHI-p7,True,H3-e003Coalescence-mBHI-p7_S134,True,H3,False,7,mBHI,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AF-AC/PP-mBHI,H3-e003Coalescence-mBHI-p7_S134,H3-e003Coalescence-mBHI-p7
175,E3-e003Coalescence-mGAM-p3,True,E3-e003Coalescence-mGAM-p3_S58,True,E3,False,3,mGAM,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,E3-e003Coalescence-mGAM-p3_S58,E3-e003Coalescence-mGAM-p3
176,H8-e003Coalescence-mBHI-p3,True,H8-e003Coalescence-mBHI-p3_S141,True,H8,False,3,mBHI,mGAM,AA-AF,H8-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AF-AA-mGAM,H8-e003Coalescence-mBHI-p3_S141,H8-e003Coalescence-mBHI-p3
177,G4-e003Coalescence-mBHI-p5,True,G4-e003Coalescence-mBHI-p5_S27,True,G4,False,5,mBHI,mBHI,AE-AE,G4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,G4-e003Coalescence-mBHI-p5_S27,G4-e003Coalescence-mBHI-p5
178,E8-e003Coalescence-mBHI-p5,True,E8-e003Coalescence-mBHI-p5_S5,True,E8,False,5,mBHI,mGAM,AA-AA,E8-AA-AA-mGAM-mBHI,AA-AA-mGAM-mBHI,AA-AA-mGAM,E8-e003Coalescence-mBHI-p5_S5,E8-e003Coalescence-mBHI-p5
179,G2-e003Coalescence-mBHI-p3,True,G2-e003Coalescence-mBHI-p3_S33,True,G2,False,3,mBHI,mBHI,AA-AE,G2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AE-AA-mBHI,G2-e003Coalescence-mBHI-p3_S33,G2-e003Coalescence-mBHI-p3
180,F10-e003Coalescence-mBHI-p3,True,F100-e003Coalescence-mBHI-p3_S119,True,F10,False,3,mBHI,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,F100-e003Coalescence-mBHI-p3_S119,F10-e003Coalescence-mBHI-p3
181,E9-e003Coalescence-mBHI-p5,True,E9-e003Coalescence-mBHI-p5_S6,True,E9,False,5,mBHI,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,E9-e003Coalescence-mBHI-p5_S6,E9-e003Coalescence-mBHI-p5
182,G3-e003Coalescence-mGAM-p7,True,G3-e003Coalescence-mGAM-p7_S170,True,G3,False,7,mGAM,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AE-AC/PP-mBHI,G3-e003Coalescence-mGAM-p7_S170,G3-e003Coalescence-mGAM-p7
183,H11-e003Coalescence-mBHI-p3,True,H111-e003Coalescence-mBHI-p3_S144,True,H11,False,3,mBHI,mGAM,AF-AF,H11-AF-AF-mGAM-mBHI,AF-AF-mGAM-mBHI,AF-AF-mGAM,H111-e003Coalescence-mBHI-p3_S144,H11-e003Coalescence-mBHI-p3
184,G11-e003Coalescence-mGAM-p5,True,G111-e003Coalescence-mGAM-p5_S80,True,G11,False,5,mGAM,mGAM,AE-AF,G11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,G111-e003Coalescence-mGAM-p5_S80,G11-e003Coalescence-mGAM-p5
185,G10-e003Coalescence-mGAM-p3,True,G100-e003Coalescence-mGAM-p3_S179,True,G10,False,3,mGAM,mGAM,AE-AE,G10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,G100-e003Coalescence-mGAM-p3_S179,G10-e003Coalescence-mGAM-p3
186,F11-e003Coalescence-mGAM-p5,True,F111-e003Coalescence-mGAM-p5_S68,True,F11,False,5,mGAM,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,F111-e003Coalescence-mGAM-p5_S68,F11-e003Coalescence-mGAM-p5
187,G11-e003Coalescence-mBHI-p5,True,G111-e003Coalescence-mBHI-p5_S32,True,G11,False,5,mBHI,mGAM,AE-AF,G11-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,G111-e003Coalescence-mBHI-p5_S32,G11-e003Coalescence-mBHI-p5
188,G5-e003Coalescence-mBHI-p3,True,G5-e003Coalescence-mBHI-p3_S36,True,G5,False,3,mBHI,mBHI,AE-AF,G5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,G5-e003Coalescence-mBHI-p3_S36,G5-e003Coalescence-mBHI-p3
189,H2-e003Coalescence-mGAM-p7,True,H2-e003Coalescence-mGAM-p7_S181,True,H2,False,7,mGAM,mBHI,AA-AF,H2-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AF-AA-mBHI,H2-e003Coalescence-mGAM-p7_S181,H2-e003Coalescence-mGAM-p7
190,H9-e003Coalescence-mGAM-p3,True,H9-e003Coalescence-mGAM-p3_S190,True,H9,False,3,mGAM,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AF-AC/PP-mGAM,H9-e003Coalescence-mGAM-p3_S190,H9-e003Coalescence-mGAM-p3
191,F2-e003Coalescence-mBHI-p7,True,F2-e003Coalescence-mBHI-p7_S109,True,F2,False,7,mBHI,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AC/PP-AA-mBHI,F2-e003Coalescence-mBHI-p7_S109,F2-e003Coalescence-mBHI-p7
192,E3-e003Coalescence-mBHI-p3,True,E3-e003Coalescence-mBHI-p3_S10,True,E3,False,3,mBHI,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,E3-e003Coalescence-mBHI-p3_S10,E3-e003Coalescence-mBHI-p3
193,H2-e003Coalescence-mGAM-p5,True,H2-e003Coalescence-mGAM-p5_S85,True,H2,False,5,mGAM,mBHI,AA-AF,H2-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AF-AA-mBHI,H2-e003Coalescence-mGAM-p5_S85,H2-e003Coalescence-mGAM-p5
194,G8-e003Coalescence-mGAM-p3,True,G8-e003Coalescence-mGAM-p3_S177,True,G8,False,3,mGAM,mGAM,AA-AE,G8-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AE-AA-mGAM,G8-e003Coalescence-mGAM-p3_S177,G8-e003Coalescence-mGAM-p3
195,H11-e003Coalescence-mBHI-p7,True,H111-e003Coalescence-mBHI-p7_S140,True,H11,False,7,mBHI,mGAM,AF-AF,H11-AF-AF-mGAM-mBHI,AF-AF-mGAM-mBHI,AF-AF-mGAM,H111-e003Coalescence-mBHI-p7_S140,H11-e003Coalescence-mBHI-p7
196,F2-e003Coalescence-mGAM-p7,True,F2-e003Coalescence-mGAM-p7_S157,True,F2,False,7,mGAM,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AC/PP-AA-mBHI,F2-e003Coalescence-mGAM-p7_S157,F2-e003Coalescence-mGAM-p7
197,H3-e003Coalescence-mGAM-p3,True,H3-e003Coalescence-mGAM-p3_S94,True,H3,False,3,mGAM,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AF-AC/PP-mBHI,H3-e003Coalescence-mGAM-p3_S94,H3-e003Coalescence-mGAM-p3
198,H8-e003Coalescence-mGAM-p3,True,H8-e003Coalescence-mGAM-p3_S189,True,H8,False,3,mGAM,mGAM,AA-AF,H8-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AF-AA-mGAM,H8-e003Coalescence-mGAM-p3_S189,H8-e003Coalescence-mGAM-p3
199,H4-e003Coalescence-mGAM-p3,True,H4-e003Coalescence-mGAM-p3_S95,True,H4,False,3,mGAM,mBHI,AE-AF,H4-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AF-AE-mBHI,H4-e003Coalescence-mGAM-p3_S95,H4-e003Coalescence-mGAM-p3
200,E5-e003Coalescence-mBHI-p7,True,E5-e003Coalescence-mBHI-p7_S100,True,E5,False,7,mBHI,mBHI,AA-AF,E5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,E5-e003Coalescence-mBHI-p7_S100,E5-e003Coalescence-mBHI-p7
201,G11-e003Coalescence-mBHI-p3,True,G111-e003Coalescence-mBHI-p3_S132,True,G11,False,3,mBHI,mGAM,AE-AF,G11-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,G111-e003Coalescence-mBHI-p3_S132,G11-e003Coalescence-mBHI-p3
202,F3-e003Coalescence-mGAM-p3,True,F3-e003Coalescence-mGAM-p3_S70,True,F3,False,3,mGAM,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI,F3-e003Coalescence-mGAM-p3_S70,F3-e003Coalescence-mGAM-p3
203,E10-e003Coalescence-mBHI-p7,True,E100-e003Coalescence-mBHI-p7_S103,True,E10,False,7,mBHI,mGAM,AA-AE,E10-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,E100-e003Coalescence-mBHI-p7_S103,E10-e003Coalescence-mBHI-p7
204,F9-e003Coalescence-mGAM-p5,True,F9-e003Coalescence-mGAM-p5_S66,True,F9,False,5,mGAM,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,F9-e003Coalescence-mGAM-p5_S66,F9-e003Coalescence-mGAM-p5
205,G11-e003Coalescence-mGAM-p7,True,G111-e003Coalescence-mGAM-p7_S176,True,G11,False,7,mGAM,mGAM,AE-AF,G11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,G111-e003Coalescence-mGAM-p7_S176,G11-e003Coalescence-mGAM-p7
206,H10-e003Coalescence-mGAM-p7,True,H100-e003Coalescence-mGAM-p7_S187,True,H10,False,7,mGAM,mGAM,AE-AF,H10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AF-AE-mGAM,H100-e003Coalescence-mGAM-p7_S187,H10-e003Coalescence-mGAM-p7
207,E10-e003Coalescence-mGAM-p3,True,E100-e003Coalescence-mGAM-p3_S155,True,E10,False,3,mGAM,mGAM,AA-AE,E10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,E100-e003Coalescence-mGAM-p3_S155,E10-e003Coalescence-mGAM-p3
208,E3-e003Coalescence-mGAM-p5,True,E3-e003Coalescence-mGAM-p5_S50,True,E3,False,5,mGAM,mBHI,AA-AC/PP,E3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,E3-e003Coalescence-mGAM-p5_S50,E3-e003Coalescence-mGAM-p5
209,F5-e003Coalescence-mGAM-p3,True,F5-e003Coalescence-mGAM-p3_S72,True,F5,False,3,mGAM,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,F5-e003Coalescence-mGAM-p3_S72,F5-e003Coalescence-mGAM-p3
210,E9-e003Coalescence-mBHI-p7,True,E9-e003Coalescence-mBHI-p7_S102,True,E9,False,7,mBHI,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,E9-e003Coalescence-mBHI-p7_S102,E9-e003Coalescence-mBHI-p7
211,E5-e003Coalescence-mBHI-p5,True,E5-e003Coalescence-mBHI-p5_S4,True,E5,False,5,mBHI,mBHI,AA-AF,E5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,E5-e003Coalescence-mBHI-p5_S4,E5-e003Coalescence-mBHI-p5
212,F11-e003Coalescence-mGAM-p7,True,F111-e003Coalescence-mGAM-p7_S164,True,F11,False,7,mGAM,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,F111-e003Coalescence-mGAM-p7_S164,F11-e003Coalescence-mGAM-p7
213,E11-e003Coalescence-mBHI-p5,True,E111-e003Coalescence-mBHI-p5_S8,True,E11,False,5,mBHI,mGAM,AA-AF,E11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,E111-e003Coalescence-mBHI-p5_S8,E11-e003Coalescence-mBHI-p5
214,H10-e003Coalescence-mBHI-p5,True,H100-e003Coalescence-mBHI-p5_S43,True,H10,False,5,mBHI,mGAM,AE-AF,H10-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AF-AE-mGAM,H100-e003Coalescence-mBHI-p5_S43,H10-e003Coalescence-mBHI-p5
215,G2-e003Coalescence-mGAM-p7,True,G2-e003Coalescence-mGAM-p7_S169,True,G2,False,7,mGAM,mBHI,AA-AE,G2-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AE-AA-mBHI,G2-e003Coalescence-mGAM-p7_S169,G2-e003Coalescence-mGAM-p7
216,F2-e003Coalescence-mGAM-p5,True,F2-e003Coalescence-mGAM-p5_S61,True,F2,False,5,mGAM,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AC/PP-AA-mBHI,F2-e003Coalescence-mGAM-p5_S61,F2-e003Coalescence-mGAM-p5
217,F5-e003Coalescence-mBHI-p5,True,F5-e003Coalescence-mBHI-p5_S16,True,F5,False,5,mBHI,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,F5-e003Coalescence-mBHI-p5_S16,F5-e003Coalescence-mBHI-p5
218,F8-e003Coalescence-mGAM-p5,True,F8-e003Coalescence-mGAM-p5_S65,True,F8,False,5,mGAM,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AC/PP-AA-mGAM,F8-e003Coalescence-mGAM-p5_S65,F8-e003Coalescence-mGAM-p5
219,H8-e003Coalescence-mBHI-p7,True,H8-e003Coalescence-mBHI-p7_S137,True,H8,False,7,mBHI,mGAM,AA-AF,H8-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AF-AA-mGAM,H8-e003Coalescence-mBHI-p7_S137,H8-e003Coalescence-mBHI-p7
220,E11-e003Coalescence-mGAM-p3,True,E111-e003Coalescence-mGAM-p3_S156,True,E11,False,3,mGAM,mGAM,AA-AF,E11-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,E111-e003Coalescence-mGAM-p3_S156,E11-e003Coalescence-mGAM-p3
221,H5-e003Coalescence-mBHI-p3,True,H5-e003Coalescence-mBHI-p3_S48,True,H5,False,3,mBHI,mBHI,AF-AF,H5-AF-AF-mBHI-mBHI,AF-AF-mBHI-mBHI,AF-AF-mBHI,H5-e003Coalescence-mBHI-p3_S48,H5-e003Coalescence-mBHI-p3
222,G9-e003Coalescence-mGAM-p5,True,G9-e003Coalescence-mGAM-p5_S78,True,G9,False,5,mGAM,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AE-AC/PP-mGAM,G9-e003Coalescence-mGAM-p5_S78,G9-e003Coalescence-mGAM-p5
223,E2-e003Coalescence-mBHI-p5,True,E2-e003Coalescence-mBHI-p5_S1,True,E2,False,5,mBHI,mBHI,AA-AA,E2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,E2-e003Coalescence-mBHI-p5_S1,E2-e003Coalescence-mBHI-p5
224,E2-e003Coalescence-mBHI-p3,True,E2-e003Coalescence-mBHI-p3_S9,True,E2,False,3,mBHI,mBHI,AA-AA,E2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,E2-e003Coalescence-mBHI-p3_S9,E2-e003Coalescence-mBHI-p3
225,G8-e003Coalescence-mGAM-p5,True,G8-e003Coalescence-mGAM-p5_S77,True,G8,False,5,mGAM,mGAM,AA-AE,G8-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AE-AA-mGAM,G8-e003Coalescence-mGAM-p5_S77,G8-e003Coalescence-mGAM-p5
226,G3-e003Coalescence-mBHI-p3,True,G3-e003Coalescence-mBHI-p3_S34,True,G3,False,3,mBHI,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AE-AC/PP-mBHI,G3-e003Coalescence-mBHI-p3_S34,G3-e003Coalescence-mBHI-p3
227,G10-e003Coalescence-mBHI-p5,True,G100-e003Coalescence-mBHI-p5_S31,True,G10,False,5,mBHI,mGAM,AE-AE,G10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,G100-e003Coalescence-mBHI-p5_S31,G10-e003Coalescence-mBHI-p5
228,F9-e003Coalescence-mBHI-p3,True,F9-e003Coalescence-mBHI-p3_S118,True,F9,False,3,mBHI,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,F9-e003Coalescence-mBHI-p3_S118,F9-e003Coalescence-mBHI-p3
229,E11-e003Coalescence-mBHI-p3,True,E111-e003Coalescence-mBHI-p3_S108,True,E11,False,3,mBHI,mGAM,AA-AF,E11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,E111-e003Coalescence-mBHI-p3_S108,E11-e003Coalescence-mBHI-p3
230,F8-e003Coalescence-mGAM-p3,True,F8-e003Coalescence-mGAM-p3_S165,True,F8,False,3,mGAM,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AC/PP-AA-mGAM,F8-e003Coalescence-mGAM-p3_S165,F8-e003Coalescence-mGAM-p3
231,G3-e003Coalescence-mBHI-p5,True,G3-e003Coalescence-mBHI-p5_S26,True,G3,False,5,mBHI,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AE-AC/PP-mBHI,G3-e003Coalescence-mBHI-p5_S26,G3-e003Coalescence-mBHI-p5
232,G5-e003Coalescence-mBHI-p5,True,G5-e003Coalescence-mBHI-p5_S28,True,G5,False,5,mBHI,mBHI,AE-AF,G5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,G5-e003Coalescence-mBHI-p5_S28,G5-e003Coalescence-mBHI-p5
233,H11-e003Coalescence-mGAM-p5,True,H111-e003Coalescence-mGAM-p5_S92,True,H11,False,5,mGAM,mGAM,AF-AF,H11-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,H111-e003Coalescence-mGAM-p5_S92,H11-e003Coalescence-mGAM-p5
234,G4-e003Coalescence-mBHI-p3,True,G4-e003Coalescence-mBHI-p3_S35,True,G4,False,3,mBHI,mBHI,AE-AE,G4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,G4-e003Coalescence-mBHI-p3_S35,G4-e003Coalescence-mBHI-p3
235,H9-e003Coalescence-mGAM-p5,True,H9-e003Coalescence-mGAM-p5_S90,True,H9,False,5,mGAM,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AF-AC/PP-mGAM,H9-e003Coalescence-mGAM-p5_S90,H9-e003Coalescence-mGAM-p5
236,H2-e003Coalescence-mBHI-p3,True,H2-e003Coalescence-mBHI-p3_S45,True,H2,False,3,mBHI,mBHI,AA-AF,H2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AF-AA-mBHI,H2-e003Coalescence-mBHI-p3_S45,H2-e003Coalescence-mBHI-p3
237,E8-e003Coalescence-mBHI-p7,True,E8-e003Coalescence-mBHI-p7_S101,True,E8,False,7,mBHI,mGAM,AA-AA,E8-AA-AA-mGAM-mBHI,AA-AA-mGAM-mBHI,AA-AA-mGAM,E8-e003Coalescence-mBHI-p7_S101,E8-e003Coalescence-mBHI-p7
238,E4-e003Coalescence-mBHI-p5,True,E4-e003Coalescence-mBHI-p5_S3,True,E4,False,5,mBHI,mBHI,AA-AE,E4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,E4-e003Coalescence-mBHI-p5_S3,E4-e003Coalescence-mBHI-p5
239,H2-e003Coalescence-mGAM-p3,True,H2-e003Coalescence-mGAM-p3_S93,True,H2,False,3,mGAM,mBHI,AA-AF,H2-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AF-AA-mBHI,H2-e003Coalescence-mGAM-p3_S93,H2-e003Coalescence-mGAM-p3
240,E4-e003Coalescence-mGAM-p5,True,E4-e003Coalescence-mGAM-p5_S51,True,E4,False,5,mGAM,mBHI,AA-AE,E4-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,E4-e003Coalescence-mGAM-p5_S51,E4-e003Coalescence-mGAM-p5
241,G9-e003Coalescence-mGAM-p7,True,G9-e003Coalescence-mGAM-p7_S174,True,G9,False,7,mGAM,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AE-AC/PP-mGAM,G9-e003Coalescence-mGAM-p7_S174,G9-e003Coalescence-mGAM-p7
242,F9-e003Coalescence-mBHI-p7,True,F9-e003Coalescence-mBHI-p7_S114,True,F9,False,7,mBHI,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,F9-e003Coalescence-mBHI-p7_S114,F9-e003Coalescence-mBHI-p7
243,F2-e003Coalescence-mBHI-p3,True,F2-e003Coalescence-mBHI-p3_S21,True,F2,False,3,mBHI,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AC/PP-AA-mBHI,F2-e003Coalescence-mBHI-p3_S21,F2-e003Coalescence-mBHI-p3
244,E8-e003Coalescence-mGAM-p3,True,E8-e003Coalescence-mGAM-p3_S153,True,E8,False,3,mGAM,mGAM,AA-AA,E8-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,E8-e003Coalescence-mGAM-p3_S153,E8-e003Coalescence-mGAM-p3
245,G11-e003Coalescence-mGAM-p3,True,G111-e003Coalescence-mGAM-p3_S180,True,G11,False,3,mGAM,mGAM,AE-AF,G11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,G111-e003Coalescence-mGAM-p3_S180,G11-e003Coalescence-mGAM-p3
246,G5-e003Coalescence-mGAM-p3,True,G5-e003Coalescence-mGAM-p3_S84,True,G5,False,3,mGAM,mBHI,AE-AF,G5-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,G5-e003Coalescence-mGAM-p3_S84,G5-e003Coalescence-mGAM-p3
247,H8-e003Coalescence-mBHI-p5,True,H8-e003Coalescence-mBHI-p5_S41,True,H8,False,5,mBHI,mGAM,AA-AF,H8-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AF-AA-mGAM,H8-e003Coalescence-mBHI-p5_S41,H8-e003Coalescence-mBHI-p5
248,E10-e003Coalescence-mBHI-p5,True,E100-e003Coalescence-mBHI-p5_S7,True,E10,False,5,mBHI,mGAM,AA-AE,E10-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,E100-e003Coalescence-mBHI-p5_S7,E10-e003Coalescence-mBHI-p5
249,G10-e003Coalescence-mGAM-p7,True,G100-e003Coalescence-mGAM-p7_S175,True,G10,False,7,mGAM,mGAM,AE-AE,G10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,G100-e003Coalescence-mGAM-p7_S175,G10-e003Coalescence-mGAM-p7
250,F9-e003Coalescence-mGAM-p7,True,F9-e003Coalescence-mGAM-p7_S162,True,F9,False,7,mGAM,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,F9-e003Coalescence-mGAM-p7_S162,F9-e003Coalescence-mGAM-p7
251,E2-e003Coalescence-mBHI-p7,True,E2-e003Coalescence-mBHI-p7_S97,True,E2,False,7,mBHI,mBHI,AA-AA,E2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,E2-e003Coalescence-mBHI-p7_S97,E2-e003Coalescence-mBHI-p7
252,F8-e003Coalescence-mGAM-p7,True,F8-e003Coalescence-mGAM-p7_S161,True,F8,False,7,mGAM,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AC/PP-AA-mGAM,F8-e003Coalescence-mGAM-p7_S161,F8-e003Coalescence-mGAM-p7
253,F3-e003Coalescence-mBHI-p3,True,F3-e003Coalescence-mBHI-p3_S22,True,F3,False,3,mBHI,mBHI,AC/PP-AC/PP,F3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,F3-e003Coalescence-mBHI-p3_S22,F3-e003Coalescence-mBHI-p3
254,G3-e003Coalescence-mBHI-p7,True,G3-e003Coalescence-mBHI-p7_S122,True,G3,False,7,mBHI,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AE-AC/PP-mBHI,G3-e003Coalescence-mBHI-p7_S122,G3-e003Coalescence-mBHI-p7
255,G5-e003Coalescence-mGAM-p5,True,G5-e003Coalescence-mGAM-p5_S76,True,G5,False,5,mGAM,mBHI,AE-AF,G5-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,G5-e003Coalescence-mGAM-p5_S76,G5-e003Coalescence-mGAM-p5
256,G5-e003Coalescence-mGAM-p7,True,G5-e003Coalescence-mGAM-p7_S172,True,G5,False,7,mGAM,mBHI,AE-AF,G5-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,G5-e003Coalescence-mGAM-p7_S172,G5-e003Coalescence-mGAM-p7
257,H10-e003Coalescence-mBHI-p3,True,H100-e003Coalescence-mBHI-p3_S143,True,H10,False,3,mBHI,mGAM,AE-AF,H10-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AF-AE-mGAM,H100-e003Coalescence-mBHI-p3_S143,H10-e003Coalescence-mBHI-p3
258,G4-e003Coalescence-mGAM-p5,True,G4-e003Coalescence-mGAM-p5_S75,True,G4,False,5,mGAM,mBHI,AE-AE,G4-AE-AE-mBHI-mGAM,AE-AE-mBHI-mGAM,AE-AE-mBHI,G4-e003Coalescence-mGAM-p5_S75,G4-e003Coalescence-mGAM-p5
