,sample_name,round2,sample,ise003,comm,is_inoculumn,passage,media,parent_media,parent_subjects,mesocosm,type_mesocosm,inoculumn,inoculumn_sample,sample2,sample_name2
147,A4-e003Coalescence-mGAM-p3,False,A4-e003Coalescence-mGAM-p3,True,A4,False,3,mGAM,mBHI,AA-AE,A4-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,A4-e003Coalescence-mGAM-p3,A4-e003Coalescence-mGAM-p3
149,C3-e003Coalescence-mGAM-p5,False,C3-e003Coalescence-mGAM-p5,True,C3,False,5,mGAM,mBHI,AC/PP-AE,C3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,C3-e003Coalescence-mGAM-p5,C3-e003Coalescence-mGAM-p5
153,A10-e003Coalescence-mGAM-p3,False,A10-e003Coalescence-mGAM-p3,True,A10,False,3,mGAM,mGAM,AA-AE,A10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,A10-e003Coalescence-mGAM-p3,A10-e003Coalescence-mGAM-p3
154,A9-e003Coalescence-mBHI-p3,False,A9-e003Coalescence-mBHI-p3,True,A9,False,3,mBHI,mGAM,AA-AC/PP,A9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,A9-e003Coalescence-mBHI-p3,A9-e003Coalescence-mBHI-p3
156,D3-e003Coalescence-mBHI-p7,False,D3-e003Coalescence-mBHI-p7,True,D3,False,7,mBHI,mBHI,AC/PP-AF,D3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-mBHI-p7,D3-e003Coalescence-mBHI-p7
157,D11-e003Coalescence-mGAM-p3,False,D11-e003Coalescence-mGAM-p3,True,D11,False,3,mGAM,mGAM,AF-AF,D11-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,D11-e003Coalescence-mGAM-p3,D11-e003Coalescence-mGAM-p3
158,C3-e003Coalescence-mBHI-p5,False,C3-e003Coalescence-mBHI-p5,True,C3,False,5,mBHI,mBHI,AC/PP-AE,C3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,C3-e003Coalescence-mBHI-p5,C3-e003Coalescence-mBHI-p5
162,A9-e003Coalescence-mBHI-p5,False,A9-e003Coalescence-mBHI-p5,True,A9,False,5,mBHI,mGAM,AA-AC/PP,A9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,A9-e003Coalescence-mBHI-p5,A9-e003Coalescence-mBHI-p5
164,B2-e003Coalescence-mGAM-p3,False,B2-e003Coalescence-mGAM-p3,True,B2,False,3,mGAM,mBHI,AA-AC/PP,B2-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-mGAM-p3,B2-e003Coalescence-mGAM-p3
166,C11-e003Coalescence-mGAM-p5,False,C11-e003Coalescence-mGAM-p5,True,C11,False,5,mGAM,mGAM,AE-AF,C11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mGAM-p5,C11-e003Coalescence-mGAM-p5
169,A8-e003Coalescence-mBHI-p5,False,A8-e003Coalescence-mBHI-p5,True,A8,False,5,mBHI,mGAM,AA-AA,A8-AA-AA-mGAM-mBHI,AA-AA-mGAM-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,A8-e003Coalescence-mBHI-p5,A8-e003Coalescence-mBHI-p5
172,D9-e003Coalescence-mBHI-p3,False,D9-e003Coalescence-mBHI-p3,True,D9,False,3,mBHI,mGAM,AC/PP-AF,D9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,D9-e003Coalescence-mBHI-p3,D9-e003Coalescence-mBHI-p3
173,C5-e003Coalescence-mGAM-p5,False,C5-e003Coalescence-mGAM-p5,True,C5,False,5,mGAM,mBHI,AE-AF,C5-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mGAM-p5,C5-e003Coalescence-mGAM-p5
175,A5-e003Coalescence-mBHI-p7,False,A5-e003Coalescence-mBHI-p7,True,A5,False,7,mBHI,mBHI,AA-AF,A5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-p7,A5-e003Coalescence-mBHI-p7
178,D2-e003Coalescence-mGAM-p5,False,D2-e003Coalescence-mGAM-p5,True,D2,False,5,mGAM,mBHI,AA-AF,D2-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-mGAM-p5,D2-e003Coalescence-mGAM-p5
180,D3-e003Coalescence-mGAM-p3,False,D3-e003Coalescence-mGAM-p3,True,D3,False,3,mGAM,mBHI,AC/PP-AF,D3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-mGAM-p3,D3-e003Coalescence-mGAM-p3
182,D9-e003Coalescence-mGAM-p3,False,D9-e003Coalescence-mGAM-p3,True,D9,False,3,mGAM,mGAM,AC/PP-AF,D9-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,D9-e003Coalescence-mGAM-p3,D9-e003Coalescence-mGAM-p3
184,D3-e003Coalescence-mGAM-p5,False,D3-e003Coalescence-mGAM-p5,True,D3,False,5,mGAM,mBHI,AC/PP-AF,D3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-mGAM-p5,D3-e003Coalescence-mGAM-p5
185,C10-e003Coalescence-mGAM-p3,False,C10-e003Coalescence-mGAM-p3,True,C10,False,3,mGAM,mGAM,AE-AE,C10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,C10-e003Coalescence-mGAM-p3,C10-e003Coalescence-mGAM-p3
189,B9-e003Coalescence-mGAM-p7,False,B9-e003Coalescence-mGAM-p7,True,B9,False,7,mGAM,mGAM,AC/PP-AC/PP,B9-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,B9-e003Coalescence-mGAM-p7,B9-e003Coalescence-mGAM-p7
190,B11-e003Coalescence-mGAM-p7,False,B11-e003Coalescence-mGAM-p7,True,B11,False,7,mGAM,mGAM,AC/PP-AF,B11-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,B11-e003Coalescence-mGAM-p7,B11-e003Coalescence-mGAM-p7
192,B5-e003Coalescence-mBHI-p7,False,B5-e003Coalescence-mBHI-p7,True,B5,False,7,mBHI,mBHI,AC/PP-AF,B5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mBHI-p7,B5-e003Coalescence-mBHI-p7
193,A3-e003Coalescence-mGAM-p7,False,A3-e003Coalescence-mGAM-p7,True,A3,False,7,mGAM,mBHI,AA-AC/PP,A3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mGAM-p7,A3-e003Coalescence-mGAM-p7
195,A4-e003Coalescence-mBHI-p5,False,A4-e003Coalescence-mBHI-p5,True,A4,False,5,mBHI,mBHI,AA-AE,A4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,A4-e003Coalescence-mBHI-p5,A4-e003Coalescence-mBHI-p5
196,B3-e003Coalescence-mBHI-p7,False,B3-e003Coalescence-mBHI-p7,True,B3,False,7,mBHI,mBHI,AC/PP-AC/PP,B3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mBHI-p7,B3-e003Coalescence-mBHI-p7
198,D10-e003Coalescence-mGAM-p7,False,D10-e003Coalescence-mGAM-p7,True,D10,False,7,mGAM,mGAM,AE-AF,D10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mGAM-p7,D10-e003Coalescence-mGAM-p7
200,C11-e003Coalescence-mGAM-p3,False,C11-e003Coalescence-mGAM-p3,True,C11,False,3,mGAM,mGAM,AE-AF,C11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mGAM-p3,C11-e003Coalescence-mGAM-p3
202,A10-e003Coalescence-mBHI-p7,False,A10-e003Coalescence-mBHI-p7,True,A10,False,7,mBHI,mGAM,AA-AE,A10-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,A10-e003Coalescence-mBHI-p7,A10-e003Coalescence-mBHI-p7
203,C10-e003Coalescence-mBHI-p7,False,C10-e003Coalescence-mBHI-p7,True,C10,False,7,mBHI,mGAM,AE-AE,C10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,C10-e003Coalescence-mBHI-p7,C10-e003Coalescence-mBHI-p7
204,B9-e003Coalescence-mBHI-p5,False,B9-e003Coalescence-mBHI-p5,True,B9,False,5,mBHI,mGAM,AC/PP-AC/PP,B9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,B9-e003Coalescence-mBHI-p5,B9-e003Coalescence-mBHI-p5
206,B10-e003Coalescence-mBHI-p3,False,B10-e003Coalescence-mBHI-p3,True,B10,False,3,mBHI,mGAM,AC/PP-AE,B10-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,B10-e003Coalescence-mBHI-p3,B10-e003Coalescence-mBHI-p3
207,C11-e003Coalescence-mBHI-p5,False,C11-e003Coalescence-mBHI-p5,True,C11,False,5,mBHI,mGAM,AE-AF,C11-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mBHI-p5,C11-e003Coalescence-mBHI-p5
208,A2-e003Coalescence-mGAM-p7,False,A2-e003Coalescence-mGAM-p7,True,A2,False,7,mGAM,mBHI,AA-AA,A2-AA-AA-mBHI-mGAM,AA-AA-mBHI-mGAM,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-mGAM-p7,A2-e003Coalescence-mGAM-p7
214,D10-e003Coalescence-mGAM-p3,False,D10-e003Coalescence-mGAM-p3,True,D10,False,3,mGAM,mGAM,AE-AF,D10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mGAM-p3,D10-e003Coalescence-mGAM-p3
215,B10-e003Coalescence-mGAM-p7,False,B10-e003Coalescence-mGAM-p7,True,B10,False,7,mGAM,mGAM,AC/PP-AE,B10-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,B10-e003Coalescence-mGAM-p7,B10-e003Coalescence-mGAM-p7
217,B4-e003Coalescence-mBHI-p7,False,B4-e003Coalescence-mBHI-p7,True,B4,False,7,mBHI,mBHI,AC/PP-AE,B4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-mBHI-p7,B4-e003Coalescence-mBHI-p7
218,A9-e003Coalescence-mBHI-p7,False,A9-e003Coalescence-mBHI-p7,True,A9,False,7,mBHI,mGAM,AA-AC/PP,A9-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,A9-e003Coalescence-mBHI-p7,A9-e003Coalescence-mBHI-p7
221,D11-e003Coalescence-mGAM-p7,False,D11-e003Coalescence-mGAM-p7,True,D11,False,7,mGAM,mGAM,AF-AF,D11-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,D11-e003Coalescence-mGAM-p7,D11-e003Coalescence-mGAM-p7
222,D5-e003Coalescence-mGAM-p3,False,D5-e003Coalescence-mGAM-p3,True,D5,False,3,mGAM,mBHI,AF-AF,D5-AF-AF-mBHI-mGAM,AF-AF-mBHI-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mGAM-p3,D5-e003Coalescence-mGAM-p3
229,A10-e003Coalescence-mGAM-p7,False,A10-e003Coalescence-mGAM-p7,True,A10,False,7,mGAM,mGAM,AA-AE,A10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,A10-e003Coalescence-mGAM-p7,A10-e003Coalescence-mGAM-p7
232,D9-e003Coalescence-mBHI-p5,False,D9-e003Coalescence-mBHI-p5,True,D9,False,5,mBHI,mGAM,AC/PP-AF,D9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,D9-e003Coalescence-mBHI-p5,D9-e003Coalescence-mBHI-p5
234,D4-e003Coalescence-mGAM-p3,False,D4-e003Coalescence-mGAM-p3,True,D4,False,3,mGAM,mBHI,AE-AF,D4-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mGAM-p3,D4-e003Coalescence-mGAM-p3
235,B9-e003Coalescence-mBHI-p7,False,B9-e003Coalescence-mBHI-p7,True,B9,False,7,mBHI,mGAM,AC/PP-AC/PP,B9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,B9-e003Coalescence-mBHI-p7,B9-e003Coalescence-mBHI-p7
236,A2-e003Coalescence-mGAM-p5,False,A2-e003Coalescence-mGAM-p5,True,A2,False,5,mGAM,mBHI,AA-AA,A2-AA-AA-mBHI-mGAM,AA-AA-mBHI-mGAM,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-mGAM-p5,A2-e003Coalescence-mGAM-p5
238,C3-e003Coalescence-mGAM-p7,False,C3-e003Coalescence-mGAM-p7,True,C3,False,7,mGAM,mBHI,AC/PP-AE,C3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,C3-e003Coalescence-mGAM-p7,C3-e003Coalescence-mGAM-p7
239,A3-e003Coalescence-mGAM-p5,False,A3-e003Coalescence-mGAM-p5,True,A3,False,5,mGAM,mBHI,AA-AC/PP,A3-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mGAM-p5,A3-e003Coalescence-mGAM-p5
242,B3-e003Coalescence-mGAM-p5,False,B3-e003Coalescence-mGAM-p5,True,B3,False,5,mGAM,mBHI,AC/PP-AC/PP,B3-AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mGAM-p5,B3-e003Coalescence-mGAM-p5
243,D9-e003Coalescence-mBHI-p7,False,D9-e003Coalescence-mBHI-p7,True,D9,False,7,mBHI,mGAM,AC/PP-AF,D9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,D9-e003Coalescence-mBHI-p7,D9-e003Coalescence-mBHI-p7
247,C5-e003Coalescence-mBHI-p7,False,C5-e003Coalescence-mBHI-p7,True,C5,False,7,mBHI,mBHI,AE-AF,C5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p7,C5-e003Coalescence-mBHI-p7
251,C11-e003Coalescence-mGAM-p7,False,C11-e003Coalescence-mGAM-p7,True,C11,False,7,mGAM,mGAM,AE-AF,C11-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mGAM-p7,C11-e003Coalescence-mGAM-p7
253,D10-e003Coalescence-mBHI-p7,False,D10-e003Coalescence-mBHI-p7,True,D10,False,7,mBHI,mGAM,AE-AF,D10-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mBHI-p7,D10-e003Coalescence-mBHI-p7
254,C9-e003Coalescence-mBHI-p7,False,C9-e003Coalescence-mBHI-p7,True,C9,False,7,mBHI,mGAM,AC/PP-AE,C9-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,C9-e003Coalescence-mBHI-p7,C9-e003Coalescence-mBHI-p7
255,A2-e003Coalescence-mBHI-p3,False,A2-e003Coalescence-mBHI-p3,True,A2,False,3,mBHI,mBHI,AA-AA,A2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-mBHI-p3,A2-e003Coalescence-mBHI-p3
256,B8-e003Coalescence-mGAM-p5,False,B8-e003Coalescence-mGAM-p5,True,B8,False,5,mGAM,mGAM,AA-AC/PP,B8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,B8-e003Coalescence-mGAM-p5,B8-e003Coalescence-mGAM-p5
260,B3-e003Coalescence-mBHI-p5,False,B3-e003Coalescence-mBHI-p5,True,B3,False,5,mBHI,mBHI,AC/PP-AC/PP,B3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mBHI-p5,B3-e003Coalescence-mBHI-p5
262,A8-e003Coalescence-mGAM-p7,False,A8-e003Coalescence-mGAM-p7,True,A8,False,7,mGAM,mGAM,AA-AA,A8-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,A8-e003Coalescence-mGAM-p7,A8-e003Coalescence-mGAM-p7
265,A11-e003Coalescence-mBHI-p5,False,A11-e003Coalescence-mBHI-p5,True,A11,False,5,mBHI,mGAM,AA-AF,A11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mBHI-p5,A11-e003Coalescence-mBHI-p5
266,C10-e003Coalescence-mGAM-p5,False,C10-e003Coalescence-mGAM-p5,True,C10,False,5,mGAM,mGAM,AE-AE,C10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,C10-e003Coalescence-mGAM-p5,C10-e003Coalescence-mGAM-p5
270,A3-e003Coalescence-mBHI-p3,False,A3-e003Coalescence-mBHI-p3,True,A3,False,3,mBHI,mBHI,AA-AC/PP,A3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mBHI-p3,A3-e003Coalescence-mBHI-p3
273,A2-e003Coalescence-mBHI-p5,False,A2-e003Coalescence-mBHI-p5,True,A2,False,5,mBHI,mBHI,AA-AA,A2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-mBHI-p5,A2-e003Coalescence-mBHI-p5
277,C10-e003Coalescence-mBHI-p5,False,C10-e003Coalescence-mBHI-p5,True,C10,False,5,mBHI,mGAM,AE-AE,C10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,C10-e003Coalescence-mBHI-p5,C10-e003Coalescence-mBHI-p5
278,B9-e003Coalescence-mBHI-p3,False,B9-e003Coalescence-mBHI-p3,True,B9,False,3,mBHI,mGAM,AC/PP-AC/PP,B9-AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,B9-e003Coalescence-mBHI-p3,B9-e003Coalescence-mBHI-p3
281,B5-e003Coalescence-mGAM-p3,False,B5-e003Coalescence-mGAM-p3,True,B5,False,3,mGAM,mBHI,AC/PP-AF,B5-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mGAM-p3,B5-e003Coalescence-mGAM-p3
282,A3-e003Coalescence-mBHI-p5,False,A3-e003Coalescence-mBHI-p5,True,A3,False,5,mBHI,mBHI,AA-AC/PP,A3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mBHI-p5,A3-e003Coalescence-mBHI-p5
287,A5-e003Coalescence-mBHI-p3,False,A5-e003Coalescence-mBHI-p3,True,A5,False,3,mBHI,mBHI,AA-AF,A5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-p3,A5-e003Coalescence-mBHI-p3
289,A4-e003Coalescence-mBHI-p3,False,A4-e003Coalescence-mBHI-p3,True,A4,False,3,mBHI,mBHI,AA-AE,A4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,A4-e003Coalescence-mBHI-p3,A4-e003Coalescence-mBHI-p3
294,C9-e003Coalescence-mGAM-p5,False,C9-e003Coalescence-mGAM-p5,True,C9,False,5,mGAM,mGAM,AC/PP-AE,C9-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,C9-e003Coalescence-mGAM-p5,C9-e003Coalescence-mGAM-p5
296,C2-e003Coalescence-mGAM-p5,False,C2-e003Coalescence-mGAM-p5,True,C2,False,5,mGAM,mBHI,AA-AE,C2-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,C2-e003Coalescence-mGAM-p5,C2-e003Coalescence-mGAM-p5
298,C8-e003Coalescence-mBHI-p5,False,C8-e003Coalescence-mBHI-p5,True,C8,False,5,mBHI,mGAM,AA-AE,C8-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,C8-e003Coalescence-mBHI-p5,C8-e003Coalescence-mBHI-p5
299,B8-e003Coalescence-mGAM-p7,False,B8-e003Coalescence-mGAM-p7,True,B8,False,7,mGAM,mGAM,AA-AC/PP,B8-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,B8-e003Coalescence-mGAM-p7,B8-e003Coalescence-mGAM-p7
303,B8-e003Coalescence-mBHI-p7,False,B8-e003Coalescence-mBHI-p7,True,B8,False,7,mBHI,mGAM,AA-AC/PP,B8-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,B8-e003Coalescence-mBHI-p7,B8-e003Coalescence-mBHI-p7
307,B11-e003Coalescence-mBHI-p3,False,B11-e003Coalescence-mBHI-p3,True,B11,False,3,mBHI,mGAM,AC/PP-AF,B11-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,B11-e003Coalescence-mBHI-p3,B11-e003Coalescence-mBHI-p3
309,C4-e003Coalescence-mBHI-p5,False,C4-e003Coalescence-mBHI-p5,True,C4,False,5,mBHI,mBHI,AE-AE,C4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-p5,C4-e003Coalescence-mBHI-p5
316,A11-e003Coalescence-mBHI-p3,False,A11-e003Coalescence-mBHI-p3,True,A11,False,3,mBHI,mGAM,AA-AF,A11-AA-AF-mGAM-mBHI,AA-AF-mGAM-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mBHI-p3,A11-e003Coalescence-mBHI-p3
319,B2-e003Coalescence-mBHI-p7,False,B2-e003Coalescence-mBHI-p7,True,B2,False,7,mBHI,mBHI,AA-AC/PP,B2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-mBHI-p7,B2-e003Coalescence-mBHI-p7
321,B4-e003Coalescence-mBHI-p3,False,B4-e003Coalescence-mBHI-p3,True,B4,False,3,mBHI,mBHI,AC/PP-AE,B4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-mBHI-p3,B4-e003Coalescence-mBHI-p3
