,sample_name,round2,sample,ise003,comm,is_inoculumn,passage,media,parent_media,parent_subjects,mesocosm,type_mesocosm,inoculumn,inoculumn_sample,sample2,sample_name2
474,F2-e003Coalescence-mBHI-p5,True,F2-e003Coalescence-mBHI-p5_S13,True,F2,False,5,mBHI,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,F2-e003Coalescence-mBHI-p5_S13,F2-e003Coalescence-mBHI-p5
475,F4-e003Coalescence-mBHI-p3,True,F4-e003Coalescence-mBHI-p3_S23,True,F4,False,3,mBHI,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,F4-e003Coalescence-mBHI-p3_S23,F4-e003Coalescence-mBHI-p3
476,F2-e003Coalescence-mGAM-p3,True,F2-e003Coalescence-mGAM-p3_S69,True,F2,False,3,mGAM,mBHI,AA-AC/PP,F2-AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,F2-e003Coalescence-mGAM-p3_S69,F2-e003Coalescence-mGAM-p3
477,E9-e003Coalescence-mGAM-p5,True,E9-e003Coalescence-mGAM-p5_S54,True,E9,False,5,mGAM,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,E9-e003Coalescence-mGAM-p5_S54,E9-e003Coalescence-mGAM-p5
478,G3-e003Coalescence-mGAM-p5,True,G3-e003Coalescence-mGAM-p5_S74,True,G3,False,5,mGAM,mBHI,AC/PP-AE,G3-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,G3-e003Coalescence-mGAM-p5_S74,G3-e003Coalescence-mGAM-p5
479,E11-e003Coalescence-mGAM-p5,True,E111-e003Coalescence-mGAM-p5_S56,True,E11,False,5,mGAM,mGAM,AA-AF,E11-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,E111-e003Coalescence-mGAM-p5_S56,E11-e003Coalescence-mGAM-p5
480,G10-e003Coalescence-mGAM-p5,True,G100-e003Coalescence-mGAM-p5_S79,True,G10,False,5,mGAM,mGAM,AE-AE,G10-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,G100-e003Coalescence-mGAM-p5_S79,G10-e003Coalescence-mGAM-p5
481,H10-e003Coalescence-mGAM-p5,True,H100-e003Coalescence-mGAM-p5_S91,True,H10,False,5,mGAM,mGAM,AE-AF,H10-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,H100-e003Coalescence-mGAM-p5_S91,H10-e003Coalescence-mGAM-p5
482,G9-e003Coalescence-mBHI-p3,True,G9-e003Coalescence-mBHI-p3_S130,True,G9,False,3,mBHI,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,G9-e003Coalescence-mBHI-p3_S130,G9-e003Coalescence-mBHI-p3
483,E4-e003Coalescence-mGAM-p7,True,E4-e003Coalescence-mGAM-p7_S147,True,E4,False,7,mGAM,mBHI,AA-AE,E4-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,E4-e003Coalescence-mGAM-p7_S147,E4-e003Coalescence-mGAM-p7
484,G9-e003Coalescence-mBHI-p7,True,G9-e003Coalescence-mBHI-p7_S126,True,G9,False,7,mBHI,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,G9-e003Coalescence-mBHI-p7_S126,G9-e003Coalescence-mBHI-p7
485,E4-e003Coalescence-mGAM-p3,True,E4-e003Coalescence-mGAM-p3_S59,True,E4,False,3,mGAM,mBHI,AA-AE,E4-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,E4-e003Coalescence-mGAM-p3_S59,E4-e003Coalescence-mGAM-p3
486,F9-e003Coalescence-mGAM-p3,True,F9-e003Coalescence-mGAM-p3_S166,True,F9,False,3,mGAM,mGAM,AC/PP-AC/PP,F9-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,F9-e003Coalescence-mGAM-p3_S166,F9-e003Coalescence-mGAM-p3
487,H4-e003Coalescence-mBHI-p5,True,H4-e003Coalescence-mBHI-p5_S39,True,H4,False,5,mBHI,mBHI,AE-AF,H4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,H4-e003Coalescence-mBHI-p5_S39,H4-e003Coalescence-mBHI-p5
488,H9-e003Coalescence-mBHI-p3,True,H9-e003Coalescence-mBHI-p3_S142,True,H9,False,3,mBHI,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,H9-e003Coalescence-mBHI-p3_S142,H9-e003Coalescence-mBHI-p3
489,F4-e003Coalescence-mGAM-p3,True,F4-e003Coalescence-mGAM-p3_S71,True,F4,False,3,mGAM,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,F4-e003Coalescence-mGAM-p3_S71,F4-e003Coalescence-mGAM-p3
490,H10-e003Coalescence-mBHI-p7,True,H100-e003Coalescence-mBHI-p7_S139,True,H10,False,7,mBHI,mGAM,AE-AF,H10-AE-AF-mGAM-mBHI,AE-AF-mGAM-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,H100-e003Coalescence-mBHI-p7_S139,H10-e003Coalescence-mBHI-p7
491,G8-e003Coalescence-mBHI-p5,True,G8-e003Coalescence-mBHI-p5_S29,True,G8,False,5,mBHI,mGAM,AA-AE,G8-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,G8-e003Coalescence-mBHI-p5_S29,G8-e003Coalescence-mBHI-p5
492,G2-e003Coalescence-mBHI-p5,True,G2-e003Coalescence-mBHI-p5_S25,True,G2,False,5,mBHI,mBHI,AA-AE,G2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,G2-e003Coalescence-mBHI-p5_S25,G2-e003Coalescence-mBHI-p5
493,G8-e003Coalescence-mGAM-p7,True,G8-e003Coalescence-mGAM-p7_S173,True,G8,False,7,mGAM,mGAM,AA-AE,G8-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,G8-e003Coalescence-mGAM-p7_S173,G8-e003Coalescence-mGAM-p7
494,E4-e003Coalescence-mBHI-p3,True,E4-e003Coalescence-mBHI-p3_S11,True,E4,False,3,mBHI,mBHI,AA-AE,E4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,E4-e003Coalescence-mBHI-p3_S11,E4-e003Coalescence-mBHI-p3
495,E2-e003Coalescence-mGAM-p5,True,E2-e003Coalescence-mGAM-p5_S49,True,E2,False,5,mGAM,mBHI,AA-AA,E2-AA-AA-mBHI-mGAM,AA-AA-mBHI-mGAM,AA-AA-mBHI,A2-e003Coalescence-Inoculumn-mBHI,E2-e003Coalescence-mGAM-p5_S49,E2-e003Coalescence-mGAM-p5
496,H9-e003Coalescence-mBHI-p5,True,H9-e003Coalescence-mBHI-p5_S42,True,H9,False,5,mBHI,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,H9-e003Coalescence-mBHI-p5_S42,H9-e003Coalescence-mBHI-p5
497,H11-e003Coalescence-mGAM-p3,True,H111-e003Coalescence-mGAM-p3_S192,True,H11,False,3,mGAM,mGAM,AF-AF,H11-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,H111-e003Coalescence-mGAM-p3_S192,H11-e003Coalescence-mGAM-p3
498,F5-e003Coalescence-mBHI-p3,True,F5-e003Coalescence-mBHI-p3_S24,True,F5,False,3,mBHI,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,F5-e003Coalescence-mBHI-p3_S24,F5-e003Coalescence-mBHI-p3
499,E8-e003Coalescence-mBHI-p3,True,E8-e003Coalescence-mBHI-p3_S105,True,E8,False,3,mBHI,mGAM,AA-AA,E8-AA-AA-mGAM-mBHI,AA-AA-mGAM-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,E8-e003Coalescence-mBHI-p3_S105,E8-e003Coalescence-mBHI-p3
500,E8-e003Coalescence-mGAM-p7,True,E8-e003Coalescence-mGAM-p7_S149,True,E8,False,7,mGAM,mGAM,AA-AA,E8-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,E8-e003Coalescence-mGAM-p7_S149,E8-e003Coalescence-mGAM-p7
501,E9-e003Coalescence-mGAM-p7,True,E9-e003Coalescence-mGAM-p7_S150,True,E9,False,7,mGAM,mGAM,AA-AC/PP,E9-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,E9-e003Coalescence-mGAM-p7_S150,E9-e003Coalescence-mGAM-p7
502,H5-e003Coalescence-mBHI-p7,True,H5-e003Coalescence-mBHI-p7_S136,True,H5,False,7,mBHI,mBHI,AF-AF,H5-AF-AF-mBHI-mBHI,AF-AF-mBHI-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,H5-e003Coalescence-mBHI-p7_S136,H5-e003Coalescence-mBHI-p7
503,G9-e003Coalescence-mBHI-p5,True,G9-e003Coalescence-mBHI-p5_S30,True,G9,False,5,mBHI,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,G9-e003Coalescence-mBHI-p5_S30,G9-e003Coalescence-mBHI-p5
504,F11-e003Coalescence-mBHI-p7,True,F111-e003Coalescence-mBHI-p7_S116,True,F11,False,7,mBHI,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,F111-e003Coalescence-mBHI-p7_S116,F11-e003Coalescence-mBHI-p7
505,F5-e003Coalescence-mBHI-p7,True,F5-e003Coalescence-mBHI-p7_S112,True,F5,False,7,mBHI,mBHI,AC/PP-AF,F5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,F5-e003Coalescence-mBHI-p7_S112,F5-e003Coalescence-mBHI-p7
506,F4-e003Coalescence-mGAM-p7,True,F4-e003Coalescence-mGAM-p7_S159,True,F4,False,7,mGAM,mBHI,AC/PP-AE,F4-AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI-mGAM,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,F4-e003Coalescence-mGAM-p7_S159,F4-e003Coalescence-mGAM-p7
507,E10-e003Coalescence-mBHI-p3,True,E100-e003Coalescence-mBHI-p3_S107,True,E10,False,3,mBHI,mGAM,AA-AE,E10-AA-AE-mGAM-mBHI,AA-AE-mGAM-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,E100-e003Coalescence-mBHI-p3_S107,E10-e003Coalescence-mBHI-p3
508,F11-e003Coalescence-mBHI-p3,True,F111-e003Coalescence-mBHI-p3_S120,True,F11,False,3,mBHI,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,F111-e003Coalescence-mBHI-p3_S120,F11-e003Coalescence-mBHI-p3
509,H3-e003Coalescence-mGAM-p5,True,H3-e003Coalescence-mGAM-p5_S86,True,H3,False,5,mGAM,mBHI,AC/PP-AF,H3-AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,H3-e003Coalescence-mGAM-p5_S86,H3-e003Coalescence-mGAM-p5
510,E4-e003Coalescence-mBHI-p7,True,E4-e003Coalescence-mBHI-p7_S99,True,E4,False,7,mBHI,mBHI,AA-AE,E4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,E4-e003Coalescence-mBHI-p7_S99,E4-e003Coalescence-mBHI-p7
511,H4-e003Coalescence-mGAM-p5,True,H4-e003Coalescence-mGAM-p5_S87,True,H4,False,5,mGAM,mBHI,AE-AF,H4-AE-AF-mBHI-mGAM,AE-AF-mBHI-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,H4-e003Coalescence-mGAM-p5_S87,H4-e003Coalescence-mGAM-p5
512,F10-e003Coalescence-mBHI-p5,True,F100-e003Coalescence-mBHI-p5_S19,True,F10,False,5,mBHI,mGAM,AC/PP-AE,F10-AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM-mBHI,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,F100-e003Coalescence-mBHI-p5_S19,F10-e003Coalescence-mBHI-p5
513,E10-e003Coalescence-mGAM-p7,True,E100-e003Coalescence-mGAM-p7_S151,True,E10,False,7,mGAM,mGAM,AA-AE,E10-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,E100-e003Coalescence-mGAM-p7_S151,E10-e003Coalescence-mGAM-p7
514,G9-e003Coalescence-mGAM-p3,True,G9-e003Coalescence-mGAM-p3_S178,True,G9,False,3,mGAM,mGAM,AC/PP-AE,G9-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,G9-e003Coalescence-mGAM-p3_S178,G9-e003Coalescence-mGAM-p3
515,H9-e003Coalescence-mBHI-p7,True,H9-e003Coalescence-mBHI-p7_S138,True,H9,False,7,mBHI,mGAM,AC/PP-AF,H9-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,H9-e003Coalescence-mBHI-p7_S138,H9-e003Coalescence-mBHI-p7
516,H8-e003Coalescence-mGAM-p7,True,H8-e003Coalescence-mGAM-p7_S185,True,H8,False,7,mGAM,mGAM,AA-AF,H8-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,H8-e003Coalescence-mGAM-p7_S185,H8-e003Coalescence-mGAM-p7
517,G2-e003Coalescence-mGAM-p3,True,G2-e003Coalescence-mGAM-p3_S81,True,G2,False,3,mGAM,mBHI,AA-AE,G2-AA-AE-mBHI-mGAM,AA-AE-mBHI-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,G2-e003Coalescence-mGAM-p3_S81,G2-e003Coalescence-mGAM-p3
518,F11-e003Coalescence-mBHI-p5,True,F111-e003Coalescence-mBHI-p5_S20,True,F11,False,5,mBHI,mGAM,AC/PP-AF,F11-AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,F111-e003Coalescence-mBHI-p5_S20,F11-e003Coalescence-mBHI-p5
519,F8-e003Coalescence-mBHI-p5,True,F8-e003Coalescence-mBHI-p5_S17,True,F8,False,5,mBHI,mGAM,AA-AC/PP,F8-AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,F8-e003Coalescence-mBHI-p5_S17,F8-e003Coalescence-mBHI-p5
520,G10-e003Coalescence-mBHI-p7,True,G100-e003Coalescence-mBHI-p7_S127,True,G10,False,7,mBHI,mGAM,AE-AE,G10-AE-AE-mGAM-mBHI,AE-AE-mGAM-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,G100-e003Coalescence-mBHI-p7_S127,G10-e003Coalescence-mBHI-p7
521,E5-e003Coalescence-mGAM-p5,True,E5-e003Coalescence-mGAM-p5_S52,True,E5,False,5,mGAM,mBHI,AA-AF,E5-AA-AF-mBHI-mGAM,AA-AF-mBHI-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,E5-e003Coalescence-mGAM-p5_S52,E5-e003Coalescence-mGAM-p5
19,A4-e003Coalescence-mBHI-inoculumn-redo,False,A4-e003Coalescence-mBHI-inoculumn-redo,True,A4,True,0,mBHI,mBHI,AA-AE,A4-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,,A4-e003Coalescence-mBHI-inoculumn-redo,A4-e003Coalescence-mBHI-inoculumn-redo
45,D3-e003Coalescence-Inoculumn-mBHI,False,D3-e003Coalescence-Inoculumn-mBHI,True,D3,True,0,mBHI,mBHI,AC/PP-AF,D3-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,,D3-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI
57,C4-e003Coalescence-mBHI-inoculumn-redo,False,C4-e003Coalescence-mBHI-inoculumn-redo,True,C4,True,0,mBHI,mBHI,AE-AE,C4-AE-AE-mBHI-mBHI,AE-AE-mBHI-mBHI,AE-AE-mBHI,,C4-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
68,A2-e003Coalescence-Inoculumn-mGAM,False,A2-e003Coalescence-Inoculumn-mGAM,True,A2,True,0,mGAM,mGAM,AA-AA,A2-AA-AA-mGAM-mGAM,AA-AA-mGAM-mGAM,AA-AA-mGAM,,A2-e003Coalescence-Inoculumn-mGAM,A2-e003Coalescence-Inoculumn-mGAM
85,B5-e003Coalescence-Inoculumn-mGAM,False,B5-e003Coalescence-Inoculumn-mGAM,True,B5,True,0,mGAM,mGAM,AC/PP-AF,B5-AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM-mGAM,AC/PP-AF-mGAM,,B5-e003Coalescence-Inoculumn-mGAM,B5-e003Coalescence-Inoculumn-mGAM
102,B5-e003Coalescence-Inoculumn-mBHI,False,B5-e003Coalescence-Inoculumn-mBHI,True,B5,True,0,mBHI,mBHI,AC/PP-AF,B5-AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI-mBHI,AC/PP-AF-mBHI,,B5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mBHI
112,D5-e003Coalescence-Inoculumn-mGAM,False,D5-e003Coalescence-Inoculumn-mGAM,True,D5,True,0,mGAM,mGAM,AF-AF,D5-AF-AF-mGAM-mGAM,AF-AF-mGAM-mGAM,AF-AF-mGAM,,D5-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
120,C5-e003Coalescence-mBHI-inoculumn-redo,False,C5-e003Coalescence-mBHI-inoculumn-redo,True,C5,True,0,mBHI,mBHI,AE-AF,C5-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-inoculumn-redo
138,B2-e003Coalescence-Inoculumn-mGAM,False,B2-e003Coalescence-Inoculumn-mGAM,True,B2,True,0,mGAM,mGAM,AA-AC/PP,B2-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,,B2-e003Coalescence-Inoculumn-mGAM,B2-e003Coalescence-Inoculumn-mGAM
142,A3-e003Coalescence-mBHI-inoculumn-redo,False,A3-e003Coalescence-mBHI-inoculumn-redo,True,A3,True,0,mBHI,mBHI,AA-AC/PP,A3-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,,A3-e003Coalescence-mBHI-inoculumn-redo,A3-e003Coalescence-mBHI-inoculumn-redo
146,A3-e003Coalescence-Inoculumn-mGAM,False,A3-e003Coalescence-Inoculumn-mGAM,True,A3,True,0,mGAM,mGAM,AA-AC/PP,A3-AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM-mGAM,AA-AC/PP-mGAM,,A3-e003Coalescence-Inoculumn-mGAM,A3-e003Coalescence-Inoculumn-mGAM
155,A2-e003Coalescence-Inoculumn-mBHI,False,A2-e003Coalescence-Inoculumn-mBHI,True,A2,True,0,mBHI,mBHI,AA-AA,A2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mBHI
163,D5-e003Coalescence-Inoculumn-mBHI,False,D5-e003Coalescence-Inoculumn-mBHI,True,D5,True,0,mBHI,mBHI,AF-AF,D5-AF-AF-mBHI-mBHI,AF-AF-mBHI-mBHI,AF-AF-mBHI,,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
168,B3-e003Coalescence-Inoculumn-mBHI,False,B3-e003Coalescence-Inoculumn-mBHI,True,B3,True,0,mBHI,mBHI,AC/PP-AC/PP,B3-AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI-mBHI,AC/PP-AC/PP-mBHI,,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
186,A5-e003Coalescence-mBHI-inoculumn-redo,False,A5-e003Coalescence-mBHI-inoculumn-redo,True,A5,True,0,mBHI,mBHI,AA-AF,A5-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,,A5-e003Coalescence-mBHI-inoculumn-redo,A5-e003Coalescence-mBHI-inoculumn-redo
191,C3-e003Coalescence-Inoculumn-mGAM,False,C3-e003Coalescence-Inoculumn-mGAM,True,C3,True,0,mGAM,mGAM,AC/PP-AE,C3-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,,C3-e003Coalescence-Inoculumn-mGAM,C3-e003Coalescence-Inoculumn-mGAM
194,D4-e003Coalescence-Inoculumn-mBHI,False,D4-e003Coalescence-Inoculumn-mBHI,True,D4,True,0,mBHI,mBHI,AE-AF,D4-AE-AF-mBHI-mBHI,AE-AF-mBHI-mBHI,AE-AF-mBHI,,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-Inoculumn-mBHI
219,C2-e003Coalescence-Inoculumn-mGAM,False,C2-e003Coalescence-Inoculumn-mGAM,True,C2,True,0,mGAM,mGAM,AA-AE,C2-AA-AE-mGAM-mGAM,AA-AE-mGAM-mGAM,AA-AE-mGAM,,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM
220,B3-e003Coalescence-Inoculumn-mGAM,False,B3-e003Coalescence-Inoculumn-mGAM,True,B3,True,0,mGAM,mGAM,AC/PP-AC/PP,B3-AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM-mGAM,AC/PP-AC/PP-mGAM,,B3-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
226,D2-e003Coalescence-Inoculumn-mBHI,False,D2-e003Coalescence-Inoculumn-mBHI,True,D2,True,0,mBHI,mBHI,AA-AF,D2-AA-AF-mBHI-mBHI,AA-AF-mBHI-mBHI,AA-AF-mBHI,,D2-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-Inoculumn-mBHI
227,B4-e003Coalescence-Inoculumn-mGAM,False,B4-e003Coalescence-Inoculumn-mGAM,True,B4,True,0,mGAM,mGAM,AC/PP-AE,B4-AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM-mGAM,AC/PP-AE-mGAM,,B4-e003Coalescence-Inoculumn-mGAM,B4-e003Coalescence-Inoculumn-mGAM
233,C4-e003Coalescence-Inoculumn-mGAM,False,C4-e003Coalescence-Inoculumn-mGAM,True,C4,True,0,mGAM,mGAM,AE-AE,C4-AE-AE-mGAM-mGAM,AE-AE-mGAM-mGAM,AE-AE-mGAM,,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
261,C2-e003Coalescence-mBHI-inoculumn-redo,False,C2-e003Coalescence-mBHI-inoculumn-redo,True,C2,True,0,mBHI,mBHI,AA-AE,C2-AA-AE-mBHI-mBHI,AA-AE-mBHI-mBHI,AA-AE-mBHI,,C2-e003Coalescence-mBHI-inoculumn-redo,C2-e003Coalescence-mBHI-inoculumn-redo
264,B2-e003Coalescence-Inoculumn-mBHI,False,B2-e003Coalescence-Inoculumn-mBHI,True,B2,True,0,mBHI,mBHI,AA-AC/PP,B2-AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI-mBHI,AA-AC/PP-mBHI,,B2-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-Inoculumn-mBHI
269,A5-e003Coalescence-Inoculumn-mGAM,False,A5-e003Coalescence-Inoculumn-mGAM,True,A5,True,0,mGAM,mGAM,AA-AF,A5-AA-AF-mGAM-mGAM,AA-AF-mGAM-mGAM,AA-AF-mGAM,,A5-e003Coalescence-Inoculumn-mGAM,A5-e003Coalescence-Inoculumn-mGAM
272,D4-e003Coalescence-Inoculumn-mGAM,False,D4-e003Coalescence-Inoculumn-mGAM,True,D4,True,0,mGAM,mGAM,AE-AF,D4-AE-AF-mGAM-mGAM,AE-AF-mGAM-mGAM,AE-AF-mGAM,,D4-e003Coalescence-Inoculumn-mGAM,D4-e003Coalescence-Inoculumn-mGAM
279,C3-e003Coalescence-mBHI-inoculumn-redo,False,C3-e003Coalescence-mBHI-inoculumn-redo,True,C3,True,0,mBHI,mBHI,AC/PP-AE,C3-AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI-mBHI,AC/PP-AE-mBHI,,C3-e003Coalescence-mBHI-inoculumn-redo,C3-e003Coalescence-mBHI-inoculumn-redo
295,A2-e003Coalescence-mBHI-inoculumn-redo,False,A2-e003Coalescence-mBHI-inoculumn-redo,True,A2,True,0,mBHI,mBHI,AA-AA,A2-AA-AA-mBHI-mBHI,AA-AA-mBHI-mBHI,AA-AA-mBHI,,A2-e003Coalescence-mBHI-inoculumn-redo,A2-e003Coalescence-mBHI-inoculumn-redo
