,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
170,D_H5_D8_AA_AF_mGAM_mGAM_6_S377,D_H5_D8_AA_AF_mGAM_mGAM_6_S377,6,7,H8-AA-AF-mGAM-mGAM,,,,,,
171,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,1,H8-AA-AF-mGAM-mBHI,,,,,,
172,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,5,H8-AA-AF-mGAM-mBHI,,,,,,
173,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,6,H8-AA-AF-mGAM-mBHI,,,,,,
174,D2-e003Coalescence-Inoculumn-mGAM,D2-e003Coalescence-Inoculumn-mGAM,0,7,H8-AA-AF-mGAM-mBHI,,,,,,
175,H8-e003Coalescence-mBHI-p1_S815,H8-e003Coalescence-mBHI-p1_S815,1,5,H8-AA-AF-mGAM-mBHI,,,,,,
176,H8-e003Coalescence-mBHI-p1_S815,H8-e003Coalescence-mBHI-p1_S815,1,6,H8-AA-AF-mGAM-mBHI,,,,,,
177,H8-e003Coalescence-mBHI-p1_S815,H8-e003Coalescence-mBHI-p1_S815,1,7,H8-AA-AF-mGAM-mBHI,,,,,,
178,H8-e003Coalescence-mBHI-p5_S41,H8-e003Coalescence-mBHI-p5_S41,5,6,H8-AA-AF-mGAM-mBHI,,,,,,
179,H8-e003Coalescence-mBHI-p5_S41,H8-e003Coalescence-mBHI-p5_S41,5,7,H8-AA-AF-mGAM-mBHI,,,,,,
180,D_D5_D8_AA_AF_mGAM_mBHI_6_S329,D_D5_D8_AA_AF_mGAM_mBHI_6_S329,6,7,H8-AA-AF-mGAM-mBHI,,,,,,
