,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,shifts1,shifts2,initial_freqs
167,C_E7_A10_AE_AA_mGAM_mGAM_6_S247,C_E7_A10_AE_AA_mGAM_mGAM_6_S247,6,7,A10-AA-AE-mGAM-mGAM,,,,,,
168,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,3,G8-AA-AE-mGAM-mGAM,,,,,,
169,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,4,G8-AA-AE-mGAM-mGAM,,,,,,
170,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,5,G8-AA-AE-mGAM-mGAM,,,,,,
171,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,6,G8-AA-AE-mGAM-mGAM,,,,,,
172,C2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-Inoculumn-mGAM,0,7,G8-AA-AE-mGAM-mGAM,,,,,,
173,G8-e003Coalescence-mGAM-p3_S177,G8-e003Coalescence-mGAM-p3_S177,3,4,G8-AA-AE-mGAM-mGAM,,,,,,
174,G8-e003Coalescence-mGAM-p3_S177,G8-e003Coalescence-mGAM-p3_S177,3,5,G8-AA-AE-mGAM-mGAM,,,,,,
175,G8-e003Coalescence-mGAM-p3_S177,G8-e003Coalescence-mGAM-p3_S177,3,6,G8-AA-AE-mGAM-mGAM,,,,,,
176,G8-e003Coalescence-mGAM-p3_S177,G8-e003Coalescence-mGAM-p3_S177,3,7,G8-AA-AE-mGAM-mGAM,,,,,,
177,D_G9_G8_AA_AE_mGAM_mGAM_4_S369,D_G9_G8_AA_AE_mGAM_mGAM_4_S369,4,5,G8-AA-AE-mGAM-mGAM,,,,,,
178,D_G9_G8_AA_AE_mGAM_mGAM_4_S369,D_G9_G8_AA_AE_mGAM_mGAM_4_S369,4,6,G8-AA-AE-mGAM-mGAM,,,,,,
179,D_G9_G8_AA_AE_mGAM_mGAM_4_S369,D_G9_G8_AA_AE_mGAM_mGAM_4_S369,4,7,G8-AA-AE-mGAM-mGAM,,,,,,
180,G8-e003Coalescence-mGAM-p5_S77,G8-e003Coalescence-mGAM-p5_S77,5,6,G8-AA-AE-mGAM-mGAM,,,,,,
181,G8-e003Coalescence-mGAM-p5_S77,G8-e003Coalescence-mGAM-p5_S77,5,7,G8-AA-AE-mGAM-mGAM,,,,,,
182,D_G5_C8_AA_AE_mGAM_mGAM_6_S365,D_G5_C8_AA_AE_mGAM_mGAM_6_S365,6,7,G8-AA-AE-mGAM-mGAM,,,,,,
