,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C10-e003Coalescence-mBHI-p5,1429,1656
C3-e003Coalescence-mBHI-inoculumn-redo,1594,1868
e004-inoculumn-fecal-AR,1257,1431
B5-e003Coalescence-mGAM-p3,1491,1739
C2-e003Coalescence-mGAM-p5,1598,1870
B8-e003GlycerolRevival-mGAM-p2,612,747
C8-e003Coalescence-mBHI-p5,1195,1583
B4-e003Coalescence-Inoculumn-mBHI,1596,1878
D2-e003Coalescence-Inoculumn-mGAM,1600,1836
D3-e003Coalescence-Inoculumn-mGAM,1616,1878
C5-e003Coalescence-Inoculumn-mGAM,1622,1894
C4-e003Coalescence-mBHI-p5,1615,1890
BC-Fecal,497,551
e004-inoculumn-fecal-BE,551,733
A11-e003Coalescence-mBHI-p3,1409,1618
A4-e003Coalescence-Inoculumn-mGAM,1601,1887
C10-e003Coalescence-mGAM-p7,1625,1897
A11-e003Coalescence-mGAM-p3,1624,1885
C10-e003Coalescence-mBHI-p3,1556,1833
H111-e003Coalescence-mGAM-p7_S188,1625,1879
H4-e003Coalescence-mGAM-p7_S183,1621,1880
F5-e003Coalescence-mGAM-p5_S64,1616,1870
F5-e003Coalescence-mGAM-p7_S160,1604,1827
E3-e003Coalescence-mGAM-p3_S58,1548,1828
G4-e003Coalescence-mBHI-p5_S27,1595,1894
H111-e003Coalescence-mBHI-p3_S144,1603,1847
G111-e003Coalescence-mGAM-p5_S80,1607,1876
G100-e003Coalescence-mGAM-p3_S179,1462,1766
G111-e003Coalescence-mBHI-p5_S32,1525,1822
H2-e003Coalescence-mGAM-p7_S181,1625,1892
H2-e003Coalescence-mGAM-p5_S85,717,729
G8-e003Coalescence-mGAM-p3_S177,1606,1886
F2-e003Coalescence-mGAM-p7_S157,1483,1753
H3-e003Coalescence-mGAM-p3_S94,1521,1726
H4-e003Coalescence-mGAM-p3_S95,1024,1114
F3-e003Coalescence-mGAM-p3_S70,667,847
H100-e003Coalescence-mGAM-p7_S187,565,754
E100-e003Coalescence-mGAM-p3_S155,1595,1880
E3-e003Coalescence-mGAM-p5_S50,1619,1893
F5-e003Coalescence-mGAM-p3_S72,960,986
H100-e003Coalescence-mBHI-p5_S43,1376,1615
F2-e003Coalescence-mGAM-p5_S61,1585,1888
H8-e003Coalescence-mBHI-p7_S137,1321,1559
G8-e003Coalescence-mGAM-p5_S77,1601,1889
G100-e003Coalescence-mBHI-p5_S31,1309,1602
H111-e003Coalescence-mGAM-p5_S92,1622,1863
G4-e003Coalescence-mBHI-p3_S35,1578,1887
E8-e003Coalescence-mBHI-p7_S101,1400,1676
H2-e003Coalescence-mGAM-p3_S93,1586,1824
E4-e003Coalescence-mGAM-p5_S51,688,875
E8-e003Coalescence-mGAM-p3_S153,1607,1889
G111-e003Coalescence-mGAM-p3_S180,1592,1864
G5-e003Coalescence-mGAM-p3_S84,1573,1822
H8-e003Coalescence-mBHI-p5_S41,1258,1480
G100-e003Coalescence-mGAM-p7_S175,1213,1446
G5-e003Coalescence-mGAM-p5_S76,1619,1874
G5-e003Coalescence-mGAM-p7_S172,1621,1869
G4-e003Coalescence-mGAM-p5_S75,1610,1896
E5-e003Coalescence-mGAM-p3_S60,1563,1774
G2-e003Coalescence-mGAM-p5_S73,1588,1878
E5-e003Coalescence-mGAM-p7_S148,1624,1876
E100-e003Coalescence-mGAM-p5_S55,1504,1824
E8-e003Coalescence-mGAM-p5_S53,1441,1726
H5-e003Coalescence-mGAM-p3_S96,1611,1833
G4-e003Coalescence-mGAM-p3_S83,1578,1887
H3-e003Coalescence-mGAM-p7_S182,1593,1832
H5-e003Coalescence-mGAM-p5_S88,1613,1872
F4-e003Coalescence-mGAM-p5_S63,667,881
G4-e003Coalescence-mGAM-p7_S171,1578,1861
H8-e003Coalescence-mGAM-p5_S89,1589,1825
E3-e003Coalescence-mGAM-p7_S146,1566,1866
G100-e003Coalescence-mBHI-p3_S131,1456,1713
G4-e003Coalescence-mBHI-p7_S123,1594,1886
F3-e003Coalescence-mGAM-p5_S62,1493,1780
G111-e003Coalescence-mBHI-p7_S128,858,1005
G3-e003Coalescence-mGAM-p3_S82,1576,1869
F111-e003Coalescence-mGAM-p3_S168,712,746
F3-e003Coalescence-mGAM-p7_S158,1350,1651
H111-e003Coalescence-mBHI-p5_S44,1497,1656
E111-e003Coalescence-mBHI-p7_S104,1466,1735
F2-e003Coalescence-mGAM-p3_S69,1572,1852
G3-e003Coalescence-mGAM-p5_S74,1546,1841
E111-e003Coalescence-mGAM-p5_S56,1600,1831
G100-e003Coalescence-mGAM-p5_S79,1586,1873
H100-e003Coalescence-mGAM-p5_S91,588,708
E4-e003Coalescence-mGAM-p7_S147,664,893
E4-e003Coalescence-mGAM-p3_S59,1528,1831
F4-e003Coalescence-mGAM-p3_S71,1569,1866
H100-e003Coalescence-mBHI-p7_S139,1554,1841
G8-e003Coalescence-mGAM-p7_S173,1616,1896
H111-e003Coalescence-mGAM-p3_S192,1623,1882
E8-e003Coalescence-mBHI-p3_S105,526,634
E8-e003Coalescence-mGAM-p7_S149,1468,1767
F4-e003Coalescence-mGAM-p7_S159,1564,1876
H3-e003Coalescence-mGAM-p5_S86,1555,1758
H4-e003Coalescence-mGAM-p5_S87,1540,1758
E100-e003Coalescence-mGAM-p7_S151,1509,1800
H8-e003Coalescence-mGAM-p7_S185,1624,1882
G2-e003Coalescence-mGAM-p3_S81,1595,1889
G100-e003Coalescence-mBHI-p7_S127,1215,1438
E5-e003Coalescence-mGAM-p5_S52,1611,1853
