,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C5-e003Coalescence-mBHI-inoculumn-redo,394,2860
A2-e003Coalescence-mBHI-p7,252,1857
A10-e003Coalescence-mBHI-p5,266,2033
BF-Fecal,403,2900
AM-Fecal,398,2876
B8-e003Assembly-mGAM-p3,403,2879
A4-e003Coalescence-mGAM-p5,397,2837
D5-e003Coalescence-mBHI-p5,401,2907
D3-e003Assembly-mBHI-p3,276,1864
e003-inoculumn-fecal-inoculumn,211,1530
D4-e003Coalescence-mGAM-p7,402,2893
A8-e003Coalescence-mBHI-p7,399,2854
e003-inoculumn-fecal-AC,400,2900
C4-e003Coalescence-mGAM-p3,322,2244
B2-e003Coalescence-Inoculumn-mGAM,402,2883
C5-e003Coalescence-mGAM-p3,403,2908
A3-e003Coalescence-mBHI-inoculumn-redo,241,1964
D9-e003Assembly-mGAM-p5,124,963
B12-e003Coalescence-mGAM-p3,221,1619
A11-e003Coalescence-mBHI-p7,294,2140
A3-e003Coalescence-Inoculumn-mGAM,402,2862
C3-e003Coalescence-mGAM-p5,375,2728
D3-e003Assembly-mBHI-p5,393,2791
A10-e003Coalescence-mGAM-p3,403,2911
A9-e003Coalescence-mBHI-p3,214,1782
A2-e003Coalescence-Inoculumn-mBHI,399,2885
D11-e003Assembly-mGAM-p3,338,2398
D2-e003Assembly-mBHI-p3,402,2887
B3-e003Assembly-mBHI-p5,304,2196
D5-e003Coalescence-Inoculumn-mBHI,403,2913
B2-e003Coalescence-mGAM-p3,391,2800
C11-e003Coalescence-mGAM-p5,181,1419
B3-e003Coalescence-Inoculumn-mBHI,397,2805
A8-e003Coalescence-mBHI-p5,389,2803
D5-e004Assembly-mGAM-p7,402,2840
D5-e003Assembly-mBHI-p5,229,1861
A5-e003Coalescence-mBHI-p7,396,2840
BG-Fecal,401,2843
D2-e003Coalescence-mGAM-p5,402,2901
B9-e003Assembly-mGAM-p5,161,1131
D3-e003Coalescence-mGAM-p3,397,2830
D9-e003Coalescence-mGAM-p3,397,2860
D3-e003Coalescence-mGAM-p5,403,2907
A5-e003Coalescence-mBHI-inoculumn-redo,392,2807
B11-e003Assembly-mGAM-p3,310,2200
B9-e003Coalescence-mGAM-p7,222,1580
B11-e003Coalescence-mGAM-p7,337,2579
C3-e003Coalescence-Inoculumn-mGAM,328,2529
A3-e003Coalescence-mGAM-p7,402,2909
D4-e003Coalescence-Inoculumn-mBHI,399,2897
A4-e003Coalescence-mBHI-p5,388,2774
B3-e003Coalescence-mBHI-p7,283,2251
D10-e003Coalescence-mGAM-p7,381,2770
C11-e003Coalescence-mGAM-p3,336,2518
A10-e003Coalescence-mBHI-p7,352,2619
C11-e003Coalescence-mBHI-p5,235,1794
A2-e003Coalescence-mGAM-p7,400,2850
F5-e004Assembly-epsilon-p3,398,2811
E3-e004Assembly-mGAM-p5,219,1536
E2-e004Assembly-mGAM-p5,276,2273
C3-e003GlycerolRevival-mBHI-p2,383,2711
D10-e003Coalescence-mGAM-p3,352,2646
C4-e004Assembly-mBHI-p3,189,1559
A9-e003Coalescence-mBHI-p7,335,2481
C2-e003Coalescence-Inoculumn-mGAM,403,2883
B3-e003Coalescence-Inoculumn-mGAM,371,2768
D11-e003Coalescence-mGAM-p7,395,2838
D5-e003Coalescence-mGAM-p3,402,2911
E4-e004Assembly-mGAM-p5,400,2878
D2-e003Coalescence-Inoculumn-mBHI,369,2583
B4-e003Coalescence-Inoculumn-mGAM,372,2755
B2-e003Assembly-mBHI-p3,397,2850
C4-e003Coalescence-Inoculumn-mGAM,127,1069
D4-e003Coalescence-mGAM-p3,403,2910
A2-e003Coalescence-mGAM-p5,399,2891
D11-e003Assembly-mGAM-p5,178,1234
C3-e003Coalescence-mGAM-p7,403,2906
B11-e003GlycerolRevival-mGAM-p2,374,2681
B3-e003Coalescence-mGAM-p5,396,2843
D3-e004Assembly-mGAM-p5,376,2628
D12-e003Coalescence-mBHI-p3,193,1202
D4-e004Assembly-mGAM-p7,178,1514
C11-e003Coalescence-mGAM-p7,290,2245
C11-e003Assembly-mGAM-p3,397,2852
D10-e003Coalescence-mBHI-p7,233,1807
A2-e003Coalescence-mBHI-p3,313,2217
B8-e003Coalescence-mGAM-p5,378,2769
C3-e004Assembly-mBHI-p3,400,2752
C11-e003Assembly-mGAM-p5,401,2880
C2-e003Coalescence-mBHI-inoculumn-redo,360,2678
A8-e003Coalescence-mGAM-p7,403,2863
C11-e003GlycerolRevival-mGAM-p2,188,1196
B2-e003Coalescence-Inoculumn-mBHI,384,2826
A11-e003Coalescence-mBHI-p5,312,2404
C10-e003Coalescence-mGAM-p5,132,813
A5-e003Coalescence-Inoculumn-mGAM,403,2909
A3-e003Coalescence-mBHI-p3,364,2736
AG-Fecal,398,2853
D4-e003Coalescence-Inoculumn-mGAM,224,1632
A2-e003Coalescence-mBHI-p5,391,2820
B9-e003Coalescence-mBHI-p3,235,1620
C3-e003Coalescence-mBHI-inoculumn-redo,392,2849
e004-inoculumn-fecal-AR,401,2833
B5-e003Coalescence-mGAM-p3,387,2801
BK-Fecal,394,2764
C3-e003Assembly-mBHI-p5,352,2410
A4-e003Coalescence-mBHI-p3,346,2572
F3-e004Assembly-epsilon-p5,167,1004
C9-e003Coalescence-mGAM-p5,395,2783
A2-e003Coalescence-mBHI-inoculumn-redo,402,2898
C2-e003Coalescence-mGAM-p5,398,2903
B8-e003GlycerolRevival-mGAM-p2,397,2853
C8-e003Coalescence-mBHI-p5,401,2903
B8-e003Coalescence-mGAM-p7,392,2827
B4-e003Coalescence-Inoculumn-mBHI,398,2840
D2-e003Coalescence-Inoculumn-mGAM,403,2902
B3-e004Assembly-mBHI-p3,390,2652
D3-e003Coalescence-Inoculumn-mGAM,403,2900
C5-e003Coalescence-Inoculumn-mGAM,398,2872
G3-e004Assembly-epsilon-p5,324,2324
BC-Fecal,403,2889
e004-inoculumn-fecal-BE,402,2843
BA-Fecal,401,2896
e003-inoculumn-fecal-AF,384,2771
A11-e003Coalescence-mBHI-p3,403,2894
A4-e003Coalescence-Inoculumn-mGAM,403,2892
B4-e003Coalescence-mBHI-p3,167,1538
A5-e003Coalescence-Inoculumn-mBHI,259,1873
A9-e003Coalescence-mGAM-p5,379,2697
C10-e003Coalescence-mGAM-p7,293,2156
A11-e003Coalescence-mGAM-p3,403,2903
D2-e003Coalescence-mBHI-p3,376,2706
C5-e003GlycerolRevival-mBHI-p2,337,2440
H5-e003Coalescence-mBHI-p5_S40,392,2835
E2-e003Coalescence-mGAM-p7_S145,376,2749
G5-e003Coalescence-mBHI-p7_S124,222,1706
H111-e003Coalescence-mGAM-p7_S188,402,2881
H4-e003Coalescence-mGAM-p7_S183,399,2872
F5-e003Coalescence-mGAM-p5_S64,391,2776
F5-e003Coalescence-mGAM-p7_S160,399,2867
H3-e003Coalescence-mBHI-p3_S46,137,997
H2-e003Coalescence-mBHI-p7_S133,374,2755
E5-e003Coalescence-mBHI-p3_S12,339,2497
E3-e003Coalescence-mGAM-p3_S58,393,2874
G4-e003Coalescence-mBHI-p5_S27,253,1829
E8-e003Coalescence-mBHI-p5_S5,383,2774
G2-e003Coalescence-mBHI-p3_S33,400,2846
H111-e003Coalescence-mBHI-p3_S144,403,2902
G111-e003Coalescence-mGAM-p5_S80,307,2190
F111-e003Coalescence-mGAM-p5_S68,238,1636
G111-e003Coalescence-mBHI-p5_S32,383,2705
H2-e003Coalescence-mGAM-p7_S181,401,2907
E3-e003Coalescence-mBHI-p3_S10,384,2809
H2-e003Coalescence-mGAM-p5_S85,105,1038
G8-e003Coalescence-mGAM-p3_S177,399,2828
F2-e003Coalescence-mGAM-p7_S157,397,2887
H3-e003Coalescence-mGAM-p3_S94,373,2748
H4-e003Coalescence-mGAM-p3_S95,373,2718
E5-e003Coalescence-mBHI-p7_S100,398,2853
F3-e003Coalescence-mGAM-p3_S70,362,2674
E100-e003Coalescence-mBHI-p7_S103,395,2877
F9-e003Coalescence-mGAM-p5_S66,364,2618
E100-e003Coalescence-mGAM-p3_S155,402,2890
E3-e003Coalescence-mGAM-p5_S50,400,2911
F5-e003Coalescence-mGAM-p3_S72,397,2847
E5-e003Coalescence-mBHI-p5_S4,345,2618
F111-e003Coalescence-mGAM-p7_S164,210,1530
E111-e003Coalescence-mBHI-p5_S8,302,2187
F2-e003Coalescence-mGAM-p5_S61,402,2907
F8-e003Coalescence-mGAM-p5_S65,158,1109
H8-e003Coalescence-mBHI-p7_S137,396,2883
G9-e003Coalescence-mGAM-p5_S78,287,2175
E2-e003Coalescence-mBHI-p5_S1,374,2759
E2-e003Coalescence-mBHI-p3_S9,313,2356
G8-e003Coalescence-mGAM-p5_S77,376,2741
G3-e003Coalescence-mBHI-p3_S34,370,2663
E111-e003Coalescence-mBHI-p3_S108,372,2620
G3-e003Coalescence-mBHI-p5_S26,156,1350
H111-e003Coalescence-mGAM-p5_S92,400,2858
H9-e003Coalescence-mGAM-p5_S90,312,2455
H2-e003Coalescence-mBHI-p3_S45,394,2844
E8-e003Coalescence-mBHI-p7_S101,403,2890
E4-e003Coalescence-mBHI-p5_S3,381,2767
H2-e003Coalescence-mGAM-p3_S93,403,2910
E4-e003Coalescence-mGAM-p5_S51,385,2746
G9-e003Coalescence-mGAM-p7_S174,395,2828
F2-e003Coalescence-mBHI-p3_S21,364,2634
G5-e003Coalescence-mGAM-p3_S84,401,2901
H8-e003Coalescence-mBHI-p5_S41,397,2877
E100-e003Coalescence-mBHI-p5_S7,391,2829
G100-e003Coalescence-mGAM-p7_S175,181,1284
F9-e003Coalescence-mGAM-p7_S162,194,1404
F8-e003Coalescence-mGAM-p7_S161,146,1039
F3-e003Coalescence-mBHI-p3_S22,383,2741
G5-e003Coalescence-mGAM-p5_S76,388,2838
G5-e003Coalescence-mGAM-p7_S172,402,2861
G4-e003Coalescence-mGAM-p5_S75,308,2099
G8-e003Coalescence-mBHI-p3_S129,401,2891
E5-e003Coalescence-mGAM-p3_S60,403,2909
G2-e003Coalescence-mGAM-p5_S73,400,2888
E5-e003Coalescence-mGAM-p7_S148,403,2907
H9-e003Coalescence-mGAM-p7_S186,374,2677
E100-e003Coalescence-mGAM-p5_S55,395,2863
E8-e003Coalescence-mGAM-p5_S53,401,2870
H5-e003Coalescence-mGAM-p3_S96,389,2817
G4-e003Coalescence-mGAM-p3_S83,229,1619
H3-e003Coalescence-mGAM-p7_S182,392,2891
H5-e003Coalescence-mGAM-p5_S88,288,2153
F4-e003Coalescence-mGAM-p5_S63,314,2237
G4-e003Coalescence-mGAM-p7_S171,320,2376
H8-e003Coalescence-mGAM-p5_S89,403,2885
F3-e003Coalescence-mBHI-p5_S14,274,2072
E3-e003Coalescence-mGAM-p7_S146,399,2905
F100-e003Coalescence-mGAM-p3_S167,369,2682
G100-e003Coalescence-mBHI-p3_S131,403,2870
E9-e003Coalescence-mGAM-p3_S154,362,2704
F3-e003Coalescence-mGAM-p5_S62,390,2786
E3-e003Coalescence-mBHI-p5_S2,354,2744
G111-e003Coalescence-mBHI-p7_S128,200,1539
G3-e003Coalescence-mGAM-p3_S82,315,2292
F111-e003Coalescence-mGAM-p3_S168,241,1807
F3-e003Coalescence-mGAM-p7_S158,389,2751
G8-e003Coalescence-mBHI-p7_S125,400,2837
H111-e003Coalescence-mBHI-p5_S44,403,2870
E111-e003Coalescence-mBHI-p7_S104,400,2893
E2-e003Coalescence-mGAM-p3_S57,380,2734
F2-e003Coalescence-mBHI-p5_S13,402,2897
F4-e003Coalescence-mBHI-p3_S23,166,1084
F2-e003Coalescence-mGAM-p3_S69,402,2906
E9-e003Coalescence-mGAM-p5_S54,138,1109
G3-e003Coalescence-mGAM-p5_S74,399,2856
E111-e003Coalescence-mGAM-p5_S56,401,2864
G100-e003Coalescence-mGAM-p5_S79,169,1429
E4-e003Coalescence-mGAM-p7_S147,403,2900
E4-e003Coalescence-mGAM-p3_S59,216,1721
F4-e003Coalescence-mGAM-p3_S71,403,2898
H100-e003Coalescence-mBHI-p7_S139,131,1003
G8-e003Coalescence-mBHI-p5_S29,389,2857
G2-e003Coalescence-mBHI-p5_S25,369,2791
G8-e003Coalescence-mGAM-p7_S173,402,2868
E4-e003Coalescence-mBHI-p3_S11,400,2849
E2-e003Coalescence-mGAM-p5_S49,383,2791
H9-e003Coalescence-mBHI-p5_S42,234,1622
H111-e003Coalescence-mGAM-p3_S192,403,2890
E8-e003Coalescence-mBHI-p3_S105,396,2841
E8-e003Coalescence-mGAM-p7_S149,403,2885
F4-e003Coalescence-mGAM-p7_S159,392,2870
H3-e003Coalescence-mGAM-p5_S86,394,2834
E4-e003Coalescence-mBHI-p7_S99,387,2799
H4-e003Coalescence-mGAM-p5_S87,395,2872
E100-e003Coalescence-mGAM-p7_S151,378,2690
G9-e003Coalescence-mGAM-p3_S178,403,2882
H8-e003Coalescence-mGAM-p7_S185,403,2885
G2-e003Coalescence-mGAM-p3_S81,382,2802
E5-e003Coalescence-mGAM-p5_S52,402,2884
